Age,Income,Education Level,Employment Status,Marital Status,ProgramEligibility
37,36948.0,2,1,1,1
25,42409.0,1,0,1,1
32,46285.0,2,0,2,1
50,36652.0,1,1,1,0
39,50472.0,2,2,1,1
32,36851.0,2,1,1,1
41,44386.0,2,1,1,0
46,43729.0,2,1,1,0
33,32973.0,1,1,0,1
37,33659.0,2,1,1,1
52,38195.0,2,1,1,0
37,35604.0,3,1,1,1
43,50131.0,1,1,1,1
43,30829.0,1,1,0,0
34,38978.0,2,1,1,0
39,40681.0,2,1,1,0
38,44302.0,2,1,1,1
48,43586.0,2,1,1,1
37,50087.0,2,1,1,1
43,31905.0,1,1,1,0
38,33811.0,3,1,1,1
44,42629.0,1,1,1,1
39,32877.0,1,1,1,0
55,35736.0,2,1,1,0
45,32894.0,2,1,1,0
33,29654.0,3,2,1,1
36,35085.0,1,1,1,0
35,30879.0,2,1,1,1
40,48893.0,2,1,1,1
31,33618.0,2,1,1,1
46,33493.0,1,1,1,0
50,35634.0,1,2,1,0
39,41225.0,2,1,1,0
50,32688.0,1,1,1,0
46,48146.0,2,2,1,0
54,40524.0,2,1,1,0
37,33750.0,2,1,1,1
52,37021.0,1,1,1,0
51,31372.0,1,1,1,0
46,45949.0,1,1,1,1
40,55305.0,2,1,1,1
42,41117.0,2,1,1,1
30,35483.0,2,1,1,1
35,37160.0,2,1,1,1
36,32253.0,2,1,1,1
58,33072.0,1,1,1,0
47,58562.0,2,1,1,1
45,36783.0,1,1,1,0
45,51196.0,1,1,0,1
36,44121.0,1,1,2,0
48,38626.0,2,1,1,0
37,27026.0,3,1,1,1
43,39305.0,1,1,1,0
39,39372.0,1,1,1,0
41,38621.0,1,1,1,0
33,27765.0,2,1,1,1
26,39134.0,0,1,1,0
35,35112.0,2,1,1,0
40,34894.0,2,1,1,1
54,35515.0,1,2,1,0
36,34898.0,2,1,1,0
34,35695.0,1,1,1,0
42,43082.0,1,1,1,0
44,39357.0,2,1,1,1
30,29887.0,2,1,1,1
56,35912.0,2,1,1,0
38,37097.0,2,1,1,1
41,46569.0,2,1,1,1
27,37525.0,2,1,2,1
48,49289.0,1,1,0,1
37,37702.0,2,1,1,0
