Setting_1,Setting_2,Setting_3,LPC_outlet_temperature,Physical_fan_speed,Corrected_core_speed,Burner_fuel_air_ratio,Maintenance_Status
10.0041,0.2501,100.0,605.21,2318.97,8135.55,0.03,2
20.0058,0.7,100.0,607.88,2324.49,8127.83,0.02,3
20.0024,0.7018,100.0,608.06,2324.17,8097.52,0.02,2
35.0036,0.84,100.0,556.1,2223.53,8099.6,0.02,1
10.0045,0.2507,100.0,606.0,2319.1,8140.78,0.03,3
10.0004,0.25,100.0,605.88,2319.14,8202.88,0.03,3
24.999,0.6215,60.0,536.99,1915.91,7900.12,0.02,2
42.0046,0.8405,100.0,549.38,2211.79,8082.73,0.02,1
41.9987,0.8411,100.0,549.36,2212.09,8096.22,0.02,1
41.9985,0.84,100.0,550.64,2212.52,8125.42,0.02,2
19.9984,0.7,100.0,607.22,2323.95,8053.27,0.02,1
35.0068,0.8415,100.0,556.13,2223.41,8098.36,0.02,2
41.9986,0.8402,100.0,549.68,2212.07,8096.08,0.02,2
10.0054,0.25,100.0,605.04,2318.94,8137.53,0.03,1
42.0041,0.8404,100.0,550.43,2212.21,8102.43,0.02,2
20.0029,0.7,100.0,607.2,2324.03,8061.74,0.03,1
25.005,0.6204,60.0,536.66,1915.72,7893.03,0.02,1
0.0005,0.0,100.0,642.9,2388.12,8144.22,0.03,1
35.0017,0.84,100.0,556.6,2222.9,8063.01,0.02,3
35.0056,0.8405,100.0,555.79,2222.71,8054.24,0.02,0
19.999,0.7004,100.0,607.75,2323.93,8046.86,0.02,2
25.0032,0.6206,60.0,537.39,1915.5,7887.1,0.02,1
42.0,0.84,100.0,549.43,2211.95,8085.13,0.02,1
10.0019,0.2513,100.0,605.17,2318.95,8135.28,0.03,1
10.0073,0.25,100.0,605.22,2319.03,8149.48,0.03,1
0.0005,0.0005,100.0,643.19,2388.07,8159.9,0.03,1
35.0063,0.84,100.0,556.18,2222.93,8056.71,0.02,3
34.9988,0.84,100.0,555.74,2223.24,8082.99,0.02,1
25.0017,0.6203,60.0,536.98,1915.31,7879.75,0.02,3
42.001,0.84,100.0,549.47,2211.68,8075.66,0.02,2
10.0078,0.2512,100.0,605.95,2319.07,8209.71,0.03,3
20.0056,0.7008,100.0,607.79,2323.99,8068.17,0.02,1
20.0038,0.7013,100.0,607.64,2324.1,8076.91,0.03,2
41.9985,0.8406,100.0,549.35,2211.83,8084.5,0.02,0
0.0022,0.0016,100.0,643.77,2388.24,8135.93,0.03,3
25.0002,0.6218,60.0,537.21,1915.53,7884.42,0.02,1
10.0073,0.2507,100.0,605.22,2319.04,8131.11,0.03,2
0.0007,0.0,100.0,642.67,2388.14,8126.83,0.03,0
42.0069,0.84,100.0,550.0,2212.25,8102.39,0.02,1
0.0003,0.0014,100.0,642.95,2388.11,8139.4,0.03,0
19.9991,0.7,100.0,607.89,2324.05,8063.08,0.03,1
20.0078,0.7,100.0,608.35,2324.05,8060.64,0.02,2
41.999,0.84,100.0,550.04,2212.25,8103.13,0.02,3
20.005,0.7012,100.0,608.58,2324.09,8042.87,0.03,3
42.0052,0.8412,100.0,550.4,2211.52,8066.2,0.02,2
10.0079,0.2517,100.0,605.26,2318.99,8133.86,0.03,1
25.0062,0.6215,60.0,537.12,1915.16,7870.35,0.02,1
10.0028,0.25,100.0,604.92,2318.98,8129.39,0.03,2
10.0048,0.252,100.0,604.82,2318.93,8162.7,0.03,2
0.0008,0.0,100.0,642.85,2388.11,8139.1,0.03,1
42.0026,0.84,100.0,550.22,2211.56,8080.88,0.02,3
10.0057,0.25,100.0,604.99,2318.99,8133.4,0.03,1
20.0017,0.7,100.0,607.95,2324.03,8081.17,0.02,1
20.001,0.7006,100.0,607.85,2324.05,8063.82,0.02,2
34.9982,0.8418,100.0,555.59,2223.01,8068.3,0.02,0
0.0011,0.0017,100.0,642.47,2388.06,8150.25,0.03,1
42.0033,0.8416,100.0,550.0,2211.75,8085.67,0.02,3
25.0036,0.6217,60.0,536.65,1915.26,7873.24,0.02,0
0.0025,0.0,100.0,642.16,2388.07,8190.38,0.03,2
0.0014,0.0006,100.0,643.74,2388.3,8112.05,0.03,3
10.0015,0.25,100.0,604.94,2318.89,8143.75,0.03,1
10.0054,0.2519,100.0,605.35,2319.0,8134.55,0.03,2
20.0017,0.7005,100.0,608.81,2324.6,8146.59,0.03,3
42.004,0.84,100.0,549.69,2211.96,8087.82,0.02,1
10.0021,0.2503,100.0,604.75,2318.86,8134.94,0.03,0
35.0017,0.84,100.0,556.09,2222.83,8063.33,0.02,2
20.007,0.7,100.0,608.91,2324.41,8109.76,0.03,3
41.9994,0.84,100.0,550.57,2211.57,8073.79,0.02,3
10.0007,0.25,100.0,605.5,2319.09,8132.47,0.03,3
35.0052,0.84,100.0,556.35,2222.73,8055.48,0.02,2
10.0079,0.25,100.0,605.25,2318.97,8166.58,0.03,1
41.9987,0.8402,100.0,549.72,2212.19,8100.51,0.02,1
19.9986,0.7,100.0,607.95,2324.0,8055.62,0.03,1
42.0006,0.8405,100.0,550.41,2212.52,8114.51,0.02,2
25.0027,0.62,60.0,536.59,1915.17,7863.77,0.02,2
34.9984,0.84,100.0,555.62,2222.66,8055.26,0.02,2
0.0022,0.002,100.0,642.6,2388.15,8134.18,0.03,2
42.0036,0.84,100.0,549.1,2212.12,8094.44,0.02,1
25.0026,0.62,60.0,536.9,1915.33,7871.09,0.02,1
10.0069,0.2514,100.0,605.67,2319.22,8135.07,0.03,3
10.0015,0.25,100.0,605.4,2319.08,8153.51,0.03,3
10.0016,0.25,100.0,604.85,2319.02,8172.13,0.03,2
0.0006,0.0013,100.0,642.94,2388.03,8135.24,0.03,1
35.0064,0.8413,100.0,555.71,2223.01,8068.3,0.02,1
35.0025,0.8412,100.0,556.1,2223.04,8073.92,0.02,1
10.0041,0.25,100.0,604.99,2319.03,8130.77,0.03,2
25.0035,0.62,60.0,536.91,1915.36,7876.03,0.02,0
42.0015,0.84,100.0,550.05,2212.02,8096.74,0.02,1
42.0014,0.84,100.0,549.37,2212.01,8093.63,0.02,0
35.0042,0.8418,100.0,556.45,2223.04,8068.47,0.02,2
0.0013,0.0018,100.0,642.63,2388.18,8128.23,0.03,0
35.0075,0.84,100.0,556.04,2223.8,8119.72,0.02,1
42.0051,0.84,100.0,549.96,2211.78,8081.99,0.02,3
42.0026,0.84,100.0,550.57,2211.72,8083.58,0.02,3
0.0001,0.0012,100.0,643.77,2388.16,8181.27,0.03,3
42.0034,0.84,100.0,549.65,2211.59,8070.04,0.02,1
41.9983,0.84,100.0,550.41,2211.59,8072.3,0.02,3
42.0021,0.8402,100.0,550.06,2211.71,8079.08,0.02,2
0.001,0.0018,100.0,642.44,2388.13,8138.2,0.03,0
42.0015,0.8412,100.0,550.09,2211.94,8093.48,0.02,2
42.0003,0.8418,100.0,549.47,2212.09,8093.95,0.02,1
25.0078,0.62,60.0,537.26,1916.35,7925.03,0.02,2
35.0003,0.8401,100.0,555.61,2223.15,8076.13,0.02,1
42.0026,0.84,100.0,549.39,2212.38,8109.98,0.02,1
41.9989,0.8417,100.0,550.64,2212.7,8132.72,0.02,3
10.0001,0.25,100.0,605.5,2319.01,8147.29,0.03,1
19.998,0.7,100.0,607.19,2324.01,8068.26,0.02,1
0.0026,0.0012,100.0,643.16,2388.1,8177.87,0.03,2
20.0059,0.7,100.0,608.25,2323.99,8029.61,0.03,3
35.0011,0.8413,100.0,555.64,2223.33,8091.56,0.02,1
0.0002,0.0,100.0,642.87,2388.14,8163.07,0.03,2
41.9989,0.8406,100.0,550.12,2212.11,8099.83,0.02,2
9.9993,0.2513,100.0,605.11,2319.05,8114.97,0.03,1
25.0079,0.6203,60.0,537.01,1915.3,7873.56,0.02,2
24.9987,0.62,60.0,537.28,1915.13,7865.47,0.02,2
0.0014,0.0,100.0,642.49,2388.09,8141.11,0.03,1
19.9986,0.7,100.0,608.3,2324.14,8060.29,0.03,3
25.0072,0.62,60.0,536.81,1915.27,7872.37,0.02,2
0.0013,0.0,100.0,642.47,2388.01,8167.54,0.03,1
0.0008,0.0001,100.0,642.56,2388.09,8137.42,0.03,1
25.0054,0.62,60.0,536.97,1915.88,7901.6,0.02,2
10.0056,0.25,100.0,604.65,2318.9,8142.19,0.03,0
19.9999,0.7003,100.0,608.42,2324.01,8055.42,0.02,2
42.0024,0.84,100.0,550.41,2211.73,8077.51,0.02,3
25.0025,0.621,60.0,536.43,1915.26,7866.16,0.02,2
25.0052,0.6205,60.0,536.87,1915.13,7863.85,0.02,1
0.0006,0.0013,100.0,642.45,2388.12,8121.76,0.03,0
0.0021,0.0,100.0,643.6,2388.26,8111.0,0.03,3
20.0047,0.7,100.0,607.71,2324.29,8098.65,0.02,3
10.0019,0.2505,100.0,605.36,2318.96,8141.5,0.03,1
42.0001,0.84,100.0,550.46,2212.41,8120.07,0.02,2
25.0034,0.6213,60.0,537.1,1915.85,7902.49,0.02,1
42.0015,0.8407,100.0,550.49,2212.13,8107.4,0.02,3
35.0016,0.8407,100.0,556.41,2223.0,8075.18,0.02,2
0.0012,0.0,100.0,644.16,2388.27,8128.26,0.03,3
25.0058,0.62,60.0,536.95,1915.18,7870.63,0.02,1
0.0012,0.0,100.0,642.55,2388.07,8138.49,0.03,0
20.0022,0.7,100.0,607.66,2324.09,8087.65,0.02,1
10.0037,0.2519,100.0,605.0,2319.08,8110.6,0.03,3
20.0045,0.7,100.0,606.46,2323.99,8054.92,0.02,1
0.0003,0.0,100.0,642.91,2388.15,8120.61,0.03,2
35.0022,0.84,100.0,557.01,2222.65,8049.53,0.02,3
24.9982,0.6207,60.0,536.67,1915.35,7872.04,0.02,2
20.0034,0.7,100.0,608.56,2324.14,8070.06,0.03,3
19.9983,0.7,100.0,607.96,2324.03,8071.98,0.02,1
0.0029,0.0,100.0,642.55,2388.03,8145.87,0.03,1
20.0078,0.7018,100.0,608.09,2324.08,8072.04,0.03,2
42.0066,0.84,100.0,549.69,2211.93,8088.53,0.02,2
20.0007,0.7,100.0,607.58,2324.01,8061.84,0.02,1
35.0048,0.84,100.0,556.46,2222.94,8059.92,0.02,3
42.0043,0.8413,100.0,550.78,2212.93,8148.37,0.02,3
42.0041,0.84,100.0,550.97,2213.13,8149.15,0.02,3
0.0007,0.0,100.0,642.18,2388.09,8132.01,0.03,1
42.0063,0.8407,100.0,550.14,2211.65,8078.28,0.02,2
20.0045,0.7,100.0,607.4,2324.1,8087.94,0.02,1
42.0074,0.8415,100.0,550.09,2211.66,8077.82,0.02,3
35.0074,0.84,100.0,555.84,2223.03,8061.27,0.02,0
41.9995,0.8403,100.0,549.4,2211.86,8076.25,0.02,2
34.9996,0.8414,100.0,557.1,2224.47,8150.7,0.02,3
25.001,0.62,60.0,537.26,1915.26,7878.05,0.02,3
42.0053,0.8408,100.0,550.15,2211.56,8069.91,0.02,2
0.0013,0.0011,100.0,642.58,2388.12,8135.44,0.03,2
42.0068,0.8415,100.0,550.06,2211.93,8085.12,0.02,1
9.9988,0.2507,100.0,605.01,2319.08,8177.72,0.03,2
10.008,0.2514,100.0,605.11,2319.01,8142.32,0.03,1
0.0001,0.0008,100.0,642.72,2388.11,8147.55,0.03,1
25.002,0.6208,60.0,537.35,1915.39,7875.63,0.02,1
42.004,0.84,100.0,549.56,2212.67,8128.5,0.02,2
20.0038,0.7,100.0,607.62,2324.04,8055.71,0.02,1
42.0038,0.84,100.0,549.9,2211.53,8069.76,0.02,3
20.0074,0.7009,100.0,608.05,2323.94,8055.34,0.02,1
0.0016,0.0009,100.0,643.78,2388.27,8117.36,0.03,3
9.9992,0.252,100.0,604.71,2318.97,8138.31,0.03,1
10.0061,0.25,100.0,604.62,2319.02,8121.62,0.03,1
10.0038,0.25,100.0,604.71,2319.02,8141.99,0.03,0
42.0073,0.84,100.0,549.65,2212.2,8100.28,0.02,1
10.0032,0.2501,100.0,604.48,2318.96,8132.26,0.03,2
25.0019,0.62,60.0,536.66,1915.58,7882.33,0.02,3
9.9981,0.2502,100.0,605.52,2319.03,8141.72,0.03,3
20.0044,0.7017,100.0,608.45,2324.12,8062.14,0.03,2
41.9991,0.84,100.0,550.1,2212.01,8093.75,0.02,2
35.0047,0.8402,100.0,556.19,2223.02,8073.74,0.02,2
25.0053,0.6217,60.0,537.07,1916.28,7913.62,0.02,2
35.0047,0.84,100.0,556.31,2223.72,8114.35,0.02,3
35.0006,0.84,100.0,556.02,2223.04,8075.96,0.02,2
9.9981,0.25,100.0,604.75,2318.95,8170.9,0.03,2
10.0065,0.2515,100.0,605.32,2319.05,8131.34,0.03,1
0.0013,0.0019,100.0,642.36,2388.18,8127.09,0.03,1
25.0047,0.62,60.0,536.27,1915.45,7878.15,0.02,1
20.0064,0.7018,100.0,607.64,2324.03,8068.99,0.02,1
42.006,0.84,100.0,549.91,2211.59,8072.29,0.02,1
24.9988,0.62,60.0,537.2,1915.24,7873.83,0.02,2
0.0014,0.0004,100.0,642.36,2388.06,8142.27,0.03,1
20.0046,0.7,100.0,607.74,2324.1,8060.89,0.03,3
10.0019,0.2514,100.0,605.66,2319.1,8128.9,0.03,2
35.003,0.84,100.0,555.54,2223.02,8073.55,0.02,1
10.0,0.25,100.0,605.52,2319.02,8123.67,0.03,1
35.0047,0.8413,100.0,555.97,2222.82,8060.95,0.02,1
42.002,0.8415,100.0,550.13,2211.57,8067.56,0.02,2
25.003,0.62,60.0,537.18,1915.1,7863.14,0.02,3
42.0054,0.8407,100.0,549.56,2212.22,8103.46,0.02,1
24.9991,0.62,60.0,537.64,1915.35,7874.77,0.02,0
10.0069,0.25,100.0,606.21,2319.18,8119.09,0.03,3
10.0044,0.2512,100.0,605.49,2319.01,8166.27,0.03,2
42.0002,0.8411,100.0,549.8,2212.83,8137.4,0.02,2
35.0018,0.841,100.0,555.78,2223.0,8070.54,0.02,1
9.9996,0.2518,100.0,605.54,2319.04,8177.07,0.03,3
35.0074,0.84,100.0,555.25,2223.3,8088.8,0.02,1
42.0078,0.84,100.0,549.2,2211.84,8083.19,0.02,1
42.0052,0.8401,100.0,550.68,2211.19,8062.04,0.02,3
25.0051,0.62,60.0,536.83,1915.29,7873.61,0.02,1
20.0013,0.7,100.0,607.76,2324.0,8056.63,0.02,1
42.0029,0.84,100.0,549.73,2211.68,8069.48,0.02,1
42.0053,0.84,100.0,549.88,2211.8,8083.89,0.02,1
42.001,0.8418,100.0,549.52,2211.82,8082.26,0.02,2
24.9982,0.6209,60.0,537.51,1915.46,7882.58,0.02,2
20.0073,0.7,100.0,607.71,2323.87,8057.08,0.02,1
0.0005,0.0008,100.0,642.72,2388.13,8140.63,0.03,1
0.0007,0.0003,100.0,643.06,2388.1,8133.44,0.03,0
20.0035,0.7002,100.0,607.94,2324.14,8058.09,0.03,3
35.0015,0.8403,100.0,555.6,2222.83,8065.18,0.02,3
10.0,0.25,100.0,606.03,2319.21,8190.52,0.03,3
25.0009,0.62,60.0,537.34,1915.68,7887.28,0.02,1
35.0035,0.84,100.0,555.75,2223.04,8068.84,0.02,2
0.0009,0.0002,100.0,642.59,2388.08,8134.78,0.03,1
35.0006,0.8419,100.0,556.05,2222.86,8063.47,0.02,1
34.9982,0.8402,100.0,555.33,2223.42,8099.01,0.02,1
10.0011,0.25,100.0,605.03,2319.11,8144.15,0.03,2
24.9986,0.62,60.0,536.58,1915.15,7865.4,0.02,1
20.0014,0.7,100.0,608.04,2324.1,8082.64,0.02,2
10.0026,0.2516,100.0,604.69,2318.94,8139.37,0.03,1
35.0009,0.84,100.0,556.56,2222.88,8063.01,0.02,3
42.0076,0.8413,100.0,549.93,2211.96,8085.71,0.02,1
42.0042,0.84,100.0,549.36,2211.77,8076.04,0.02,1
20.0055,0.7002,100.0,606.74,2324.03,8074.62,0.02,1
42.0004,0.8411,100.0,549.72,2212.32,8108.32,0.02,1
0.0025,0.0,100.0,642.11,2388.0,8144.78,0.03,1
42.0059,0.84,100.0,549.53,2212.09,8095.56,0.02,0
25.0034,0.62,60.0,536.68,1915.68,7889.99,0.02,0
35.006,0.8414,100.0,556.15,2223.24,8079.29,0.02,1
42.0044,0.8404,100.0,550.42,2211.78,8081.82,0.02,2
20.0006,0.7,100.0,607.58,2323.94,8057.44,0.03,1
25.0019,0.6201,60.0,537.52,1915.97,7901.45,0.02,3
20.0003,0.7,100.0,607.23,2323.98,8062.73,0.03,1
34.998,0.84,100.0,556.08,2223.34,8089.26,0.02,1
35.0036,0.84,100.0,555.74,2223.05,8078.01,0.02,0
42.0041,0.8418,100.0,549.7,2212.24,8100.5,0.02,1
35.0002,0.8418,100.0,556.17,2222.89,8058.98,0.02,1
10.0007,0.25,100.0,604.86,2319.03,8134.17,0.03,2
42.0012,0.84,100.0,549.52,2211.81,8077.17,0.02,0
10.001,0.2505,100.0,605.19,2318.95,8158.82,0.03,2
42.0042,0.84,100.0,549.69,2212.01,8093.44,0.02,1
35.0025,0.84,100.0,556.05,2224.25,8131.72,0.02,2
0.0021,0.0,100.0,643.29,2388.25,8121.61,0.03,3
35.0063,0.84,100.0,556.59,2223.94,8122.36,0.02,3
24.9984,0.62,60.0,537.53,1915.98,7900.45,0.02,1
20.0037,0.7,100.0,607.33,2323.96,8065.09,0.02,1
42.0042,0.8415,100.0,550.17,2212.12,8098.99,0.02,1
34.998,0.8416,100.0,555.83,2222.68,8057.28,0.02,2
10.0019,0.2503,100.0,604.83,2319.06,8120.26,0.03,1
25.0019,0.6207,60.0,536.83,1915.15,7862.03,0.02,2
25.0077,0.6203,60.0,536.59,1915.51,7885.14,0.02,1
42.0031,0.8408,100.0,549.22,2211.99,8091.23,0.02,1
10.0049,0.25,100.0,605.03,2318.99,8125.72,0.03,1
42.0039,0.84,100.0,550.46,2211.83,8085.64,0.02,2
20.0011,0.7,100.0,607.61,2323.94,8049.96,0.02,1
42.0049,0.84,100.0,550.69,2211.89,8084.89,0.02,2
42.0015,0.8418,100.0,549.8,2212.04,8094.93,0.02,0
20.0054,0.7005,100.0,608.47,2324.21,8085.03,0.03,3
0.0016,0.0006,100.0,642.47,2388.11,8137.32,0.03,1
0.0002,0.0,100.0,642.65,2388.1,8141.77,0.03,2
41.9986,0.8407,100.0,550.4,2211.93,8089.79,0.02,3
20.0077,0.7,100.0,608.09,2324.11,8088.04,0.02,1
35.0026,0.8409,100.0,555.93,2222.93,8073.85,0.02,3
20.0003,0.7,100.0,608.35,2324.11,8047.66,0.03,3
35.0057,0.84,100.0,556.37,2222.84,8063.43,0.02,2
41.9992,0.8417,100.0,550.35,2213.14,8160.76,0.02,3
35.0048,0.84,100.0,556.6,2223.97,8121.29,0.02,3
10.0003,0.25,100.0,604.92,2318.98,8123.21,0.03,1
10.0042,0.25,100.0,605.6,2319.06,8147.83,0.03,3
25.0036,0.6213,60.0,537.03,1915.05,7858.04,0.02,3
42.007,0.84,100.0,549.88,2211.75,8073.74,0.02,2
42.0062,0.84,100.0,549.9,2212.09,8103.6,0.02,1
42.0068,0.8407,100.0,549.78,2211.89,8085.4,0.02,1
42.0071,0.8412,100.0,550.34,2211.49,8072.22,0.02,3
25.0023,0.6205,60.0,537.33,1915.91,7904.16,0.02,3
42.0009,0.8418,100.0,550.12,2211.93,8089.31,0.02,1
0.0027,0.0008,100.0,642.89,2388.13,8145.23,0.03,0
42.0019,0.842,100.0,549.54,2212.21,8100.31,0.02,1
20.0067,0.7013,100.0,607.86,2324.27,8101.85,0.02,1
35.0028,0.84,100.0,555.88,2223.0,8068.68,0.02,2
25.0004,0.62,60.0,536.83,1915.19,7872.92,0.02,2
42.0034,0.8407,100.0,549.75,2212.19,8095.27,0.02,1
42.0015,0.8412,100.0,550.48,2212.16,8112.2,0.02,3
19.9997,0.7013,100.0,607.78,2323.99,8069.21,0.02,1
20.0037,0.7,100.0,606.8,2323.92,8082.06,0.02,1
35.0053,0.84,100.0,556.94,2222.72,8052.65,0.02,3
0.0028,0.0,100.0,642.59,2388.06,8157.08,0.03,1
41.9984,0.8401,100.0,550.44,2213.14,8156.62,0.02,3
42.0019,0.84,100.0,549.64,2211.73,8080.7,0.02,2
35.0073,0.84,100.0,555.3,2222.88,8064.2,0.02,3
0.0002,0.0015,100.0,643.57,2388.14,8131.36,0.03,1
10.0031,0.25,100.0,605.03,2318.89,8138.98,0.03,1
25.0059,0.6211,60.0,536.92,1915.06,7866.75,0.02,3
0.0021,0.0,100.0,643.0,2388.09,8138.95,0.03,1
10.0022,0.2519,100.0,604.67,2318.99,8130.12,0.03,1
34.9999,0.8401,100.0,556.55,2223.76,8112.12,0.02,3
35.001,0.84,100.0,556.47,2222.91,8059.09,0.02,3
41.9993,0.8405,100.0,550.2,2211.79,8078.68,0.02,0
42.0005,0.8412,100.0,549.53,2211.91,8087.81,0.02,1
25.0059,0.62,60.0,536.18,1915.67,7886.91,0.02,0
42.0068,0.84,100.0,550.28,2212.48,8116.05,0.02,2
25.0012,0.6212,60.0,536.96,1915.6,7890.22,0.02,1
42.0057,0.8409,100.0,550.28,2212.01,8093.13,0.02,0
20.0004,0.7,100.0,607.39,2324.0,8067.04,0.02,0
42.0078,0.8404,100.0,549.84,2212.51,8116.9,0.02,1
35.0028,0.8415,100.0,556.28,2222.82,8059.85,0.02,1
20.0058,0.7013,100.0,606.97,2323.93,8058.27,0.02,1
42.0059,0.8416,100.0,550.45,2211.48,8071.85,0.02,3
25.0018,0.62,60.0,537.32,1915.86,7894.11,0.02,1
25.0034,0.6204,60.0,536.98,1915.55,7881.55,0.02,2
10.0079,0.2519,100.0,604.53,2319.0,8171.76,0.03,2
10.0016,0.2507,100.0,605.09,2319.04,8118.57,0.03,1
19.9993,0.7,100.0,607.45,2323.98,8067.44,0.02,1
20.0049,0.7018,100.0,608.09,2323.98,8061.94,0.02,0
0.0013,0.0,100.0,643.22,2388.17,8122.41,0.03,1
10.0063,0.25,100.0,605.21,2319.05,8131.4,0.03,1
0.0006,0.0004,100.0,642.98,2388.18,8131.01,0.03,1
35.0008,0.84,100.0,555.58,2222.76,8059.52,0.02,1
10.0063,0.251,100.0,604.9,2319.05,8130.12,0.03,2
0.0026,0.0,100.0,643.16,2388.15,8128.52,0.03,1
0.0005,0.0,100.0,642.77,2388.18,8129.2,0.03,3
35.0003,0.84,100.0,556.12,2222.89,8067.27,0.02,1
25.0044,0.62,60.0,537.23,1915.83,7902.29,0.02,3
0.0027,0.0,100.0,642.84,2388.16,8142.78,0.03,1
0.0019,0.0008,100.0,642.88,2388.21,8134.55,0.03,2
10.0052,0.2512,100.0,605.3,2319.08,8173.65,0.03,2
35.0069,0.8417,100.0,555.05,2223.41,8098.05,0.02,1
20.0063,0.7,100.0,607.94,2324.03,8077.97,0.02,1
0.0019,0.0,100.0,643.15,2388.16,8128.43,0.03,3
35.004,0.8407,100.0,556.0,2222.98,8071.08,0.02,2
9.998,0.25,100.0,605.87,2319.18,8115.36,0.03,3
35.0039,0.84,100.0,555.52,2223.06,8074.77,0.02,1
0.0024,0.0,100.0,642.48,2388.13,8128.45,0.03,1
42.0017,0.84,100.0,550.38,2213.41,8173.98,0.02,3
41.9987,0.8402,100.0,550.43,2211.38,8061.2,0.02,3
25.0074,0.62,60.0,537.15,1915.28,7875.09,0.02,1
42.0044,0.8406,100.0,550.36,2211.76,8076.71,0.02,2
35.0068,0.8404,100.0,556.34,2222.9,8065.9,0.02,1
42.0003,0.84,100.0,549.97,2211.26,8061.9,0.02,3
42.0017,0.841,100.0,550.32,2211.64,8079.03,0.02,3
20.003,0.7,100.0,607.62,2324.04,8066.24,0.02,1
10.0072,0.2504,100.0,604.87,2318.93,8139.66,0.03,2
0.0002,0.0,100.0,643.37,2388.23,8117.33,0.03,3
42.0044,0.8411,100.0,550.23,2212.47,8115.38,0.02,3
10.0,0.2507,100.0,605.3,2318.97,8149.73,0.03,2
35.0039,0.84,100.0,556.13,2223.49,8100.79,0.02,1
42.0026,0.8405,100.0,549.53,2212.08,8093.18,0.02,1
9.9986,0.25,100.0,605.11,2319.0,8141.26,0.03,1
42.0049,0.84,100.0,550.57,2211.97,8090.89,0.02,3
25.0008,0.62,60.0,537.19,1915.18,7870.57,0.02,0
20.0045,0.7,100.0,607.16,2324.03,8066.34,0.02,1
0.0005,0.0019,100.0,643.13,2388.17,8133.44,0.03,1
25.0079,0.62,60.0,537.53,1915.61,7885.69,0.02,1
42.0014,0.84,100.0,550.34,2212.21,8102.62,0.02,2
42.0004,0.8407,100.0,549.71,2212.2,8097.62,0.02,1
34.9989,0.8415,100.0,555.96,2223.13,8076.63,0.02,1
42.0029,0.8407,100.0,549.8,2212.19,8101.11,0.02,1
20.005,0.701,100.0,607.78,2324.05,8064.52,0.03,2
35.0046,0.8401,100.0,556.02,2224.34,8141.27,0.02,3
35.0057,0.8416,100.0,555.61,2223.02,8071.19,0.02,1
19.9981,0.7,100.0,607.65,2324.08,8065.54,0.02,1
35.0075,0.84,100.0,556.61,2222.93,8065.65,0.02,3
41.999,0.8406,100.0,549.85,2211.68,8077.62,0.02,1
42.0008,0.841,100.0,550.09,2211.7,8073.92,0.02,1
20.0078,0.7015,100.0,607.78,2323.96,8052.89,0.02,0
20.0015,0.7,100.0,607.6,2324.02,8082.44,0.02,1
42.0062,0.8402,100.0,549.71,2212.08,8095.63,0.02,0
35.005,0.84,100.0,556.43,2223.05,8070.28,0.02,1
0.0004,0.0,100.0,641.83,2388.09,8141.19,0.03,0
20.0029,0.7,100.0,608.16,2324.26,8098.88,0.02,2
35.0061,0.8406,100.0,556.03,2222.92,8069.12,0.02,2
35.0025,0.84,100.0,556.31,2222.89,8061.17,0.02,3
10.0015,0.25,100.0,605.08,2319.08,8116.48,0.03,3
35.0021,0.84,100.0,555.24,2223.37,8090.95,0.02,1
25.005,0.62,60.0,537.65,1915.02,7868.21,0.02,3
20.0076,0.7016,100.0,608.35,2324.1,8055.73,0.03,3
41.999,0.8413,100.0,550.4,2212.78,8132.21,0.02,3
42.0071,0.84,100.0,549.5,2212.09,8095.0,0.02,1
0.0005,0.0,100.0,642.83,2388.06,8156.37,0.03,2
42.006,0.84,100.0,550.35,2211.64,8079.13,0.02,3
20.0036,0.7,100.0,607.55,2324.03,8065.48,0.02,0
20.0024,0.7,100.0,608.01,2324.05,8059.29,0.03,1
0.0018,0.0,100.0,643.6,2388.25,8154.08,0.03,3
20.0042,0.7,100.0,607.08,2324.02,8077.93,0.02,1
41.9983,0.84,100.0,549.99,2212.09,8103.4,0.02,3
35.0046,0.84,100.0,555.6,2222.99,8065.93,0.02,0
10.0003,0.25,100.0,605.44,2319.23,8221.53,0.03,3
9.9984,0.2509,100.0,605.31,2319.01,8130.96,0.03,1
10.0003,0.2513,100.0,604.67,2318.95,8138.82,0.03,1
9.9991,0.2501,100.0,605.33,2318.89,8134.15,0.03,1
10.0017,0.25,100.0,605.22,2319.04,8130.43,0.03,1
9.9992,0.2518,100.0,605.34,2319.01,8121.22,0.03,2
42.0028,0.84,100.0,549.8,2211.93,8084.49,0.02,1
25.0059,0.62,60.0,537.67,1915.45,7883.91,0.02,3
42.0045,0.84,100.0,550.14,2211.44,8068.01,0.02,3
25.0024,0.6202,60.0,537.23,1915.58,7888.86,0.02,3
35.0059,0.8401,100.0,555.8,2222.82,8060.09,0.02,2
35.0068,0.84,100.0,556.75,2223.75,8109.08,0.02,3
42.008,0.84,100.0,550.36,2212.68,8131.15,0.02,3
10.0031,0.25,100.0,605.74,2319.14,8129.1,0.03,3
0.0005,0.0,100.0,643.18,2388.25,8120.44,0.03,3
35.0039,0.84,100.0,556.05,2223.39,8095.71,0.02,1
0.0015,0.0,100.0,641.96,2387.97,8150.6,0.03,0
24.9995,0.62,60.0,537.27,1914.89,7858.76,0.02,3
0.0026,0.0002,100.0,642.4,2388.08,8143.15,0.03,1
19.9985,0.7013,100.0,607.64,2324.4,8124.06,0.03,3
