Age,Income,Credit Score,Loan Amount,Loan Term,Interest Rate,Employment Length,Home Ownership,Marital Status,Dependents
47,115824.63823949594,478,17251.384925752427,42,19.6194253051922,21,1,1,2
29,77093.73719315622,724,32259.208199470857,30,12.091712665923012,19,1,2,4
51,85185.51997839898,582,6246.034632240017,31,12.095299357438137,18,0,2,3
36,76720.87200477932,522,22005.37125149528,33,12.499039991879274,14,1,2,3
50,117891.95799191845,594,13659.723937379304,33,16.205701134426484,23,1,1,3
44,89442.26220235549,533,19416.18480749937,34,18.030783184641333,24,1,2,2
20,127647.37024771691,641,35067.6420623286,33,16.70001543552104,19,1,2,4
33,35240.06584182385,657,27546.2926043154,20,13.301895980276797,11,1,3,3
44,71684.79233545686,613,30854.20917431532,34,13.764767485250497,13,1,2,3
40,88932.647084276,590,15180.04774683416,34,15.71050269096266,17,1,2,3
38,107332.78854484366,624,27464.92496397842,42,16.20349688477426,15,1,2,3
44,71860.20566109757,508,29931.00831103298,31,14.502507393074447,13,1,2,2
34,35487.286265734874,643,19500.815557846898,29,16.440858589551947,11,1,0,2
33,98492.62138424769,522,26889.82980936561,35,16.961300550062752,14,1,2,2
47,65800.33230915427,616,18001.962435394893,32,12.765335147474572,9,1,2,2
40,83131.46735018474,691,26769.06423983641,39,13.315590847774509,18,1,2,2
40,101648.7041545347,566,25875.51039646028,52,12.675699558556738,24,1,1,3
53,71004.1819211448,630,12448.211398236062,51,10.979601490143413,22,1,2,2
41,79471.96647510985,605,15584.726865258071,43,13.424414331654802,17,1,2,2
44,61906.53168372848,500,38009.994792722566,41,14.59250069814287,25,1,1,3
35,78680.91847182908,547,33670.65686899386,38,17.284671848158677,19,1,2,3
44,100681.01517416137,636,23027.70521922757,50,11.53552537808194,22,1,2,2
38,102660.83060186756,618,18891.31241222004,42,17.063245076220333,19,1,2,2
36,71254.25266736704,627,27387.817812788668,28,15.611586334214383,17,1,0,3
29,126579.61082447894,436,23786.783419706964,45,11.487006523843732,15,1,3,4
45,84944.76689218616,436,29068.455743362894,40,17.342034785143866,19,1,2,2
27,124793.91235982587,651,32617.15422154275,49,11.00626270921114,3,1,2,3
46,79539.38482353817,547,18164.658012261996,35,13.110711112243168,10,1,2,3
42,57204.069684918206,573,36933.609240474565,29,13.945105216897222,20,1,2,2
41,106709.03732523706,476,20542.43186872876,25,11.574010097420098,15,1,1,4
31,93292.4140125392,613,23134.483864743608,37,15.526005649701188,13,1,1,4
43,76056.78777490185,696,15866.708051975364,28,15.222342484708278,15,1,2,2
46,107835.76673500366,571,24315.60931281149,31,12.452802383950653,14,1,2,3
45,105624.38413131407,568,24044.38333455879,36,15.484540789287085,11,1,1,2
45,72308.08013296692,658,10439.775620119912,40,12.14616236660066,16,1,2,2
51,68385.00612363775,511,25648.39134190389,20,15.673074644177126,21,1,2,2
43,104211.96748856555,535,31112.913303773224,21,13.61465147253372,16,1,2,3
41,44620.80210753908,462,36957.87869896395,45,12.60805343318516,32,1,1,2
42,87654.86637953357,622,16308.531712825195,46,12.478590202682163,24,0,2,2
33,100283.32245815196,602,28040.55373034009,39,13.81462395061022,20,1,2,3
20,56520.34891849183,711,40930.47817320887,36,11.62846062911582,16,1,2,2
51,72155.51546198156,615,18035.272387830257,34,19.336795928486453,13,1,1,2
55,78722.5299208333,544,27764.30856619765,30,14.311076034187243,23,1,2,1
35,90904.97182906936,586,23343.583762411283,43,16.684057319203497,16,1,2,2
43,90194.10555099392,571,17660.052029713217,36,11.886798439750152,10,1,2,3
23,104369.1605279874,707,38380.73198201983,23,13.476465475290189,26,1,1,3
31,117863.62006806176,681,28975.12644989301,38,14.933531738407996,19,1,2,4
36,90191.18688224124,782,33356.99687711272,33,11.790798693808716,19,1,2,4
36,79191.01585263704,595,30517.0406864926,28,9.747217818039214,19,1,2,3
36,99795.37793305518,478,25960.55432256132,44,18.94297560366041,13,1,1,3
50,84303.27830285704,470,30098.713536485266,48,15.896717243705256,25,0,1,4
49,66788.71383706166,524,25100.218519280108,32,13.843752514252609,27,1,2,4
39,106171.05402579885,529,18969.313634587324,46,18.953175641327626,20,1,2,2
38,53183.38375036427,690,31576.55970677515,35,13.62171933604252,23,1,2,3
25,134248.65315937338,581,37278.31687861312,39,14.974855515730956,16,1,1,3
41,65403.75742124368,626,29664.029405128367,26,14.324714810711177,15,1,2,3
41,90717.29969173115,593,26980.155365502065,46,14.630664741339832,23,1,2,2
44,83515.92353542178,466,34297.639560569616,50,15.703400695733002,30,1,1,3
62,45903.78299723253,685,9799.13690494862,44,12.524976005340116,30,1,1,2
49,87400.5999710022,537,36674.34952023859,38,19.88442338502207,26,1,1,4
44,61142.89522885957,662,20808.793257427147,38,14.038626820644092,17,1,1,2
44,98941.77373060543,682,24498.497187549143,39,11.280938416129445,17,1,1,2
47,84150.94522617375,440,31375.84186295959,31,17.337093721820025,22,1,1,3
60,52641.02389640995,487,28133.93138095256,34,18.285143137164027,22,0,1,4
31,52726.3943351903,525,27369.7201755,39,12.408154047782093,19,1,1,3
34,112967.80418950065,588,23185.51456561641,43,14.339500157368928,19,1,2,3
44,80730.18244812885,536,30113.002294652782,44,15.88377373025553,16,1,2,2
46,80896.71833943875,527,29334.992265806064,48,18.804923137228734,22,1,1,3
43,87163.4555651694,607,16486.41838092031,32,12.749095727688216,15,0,2,3
38,96251.28022776032,473,32872.2896490104,49,9.94565560836562,34,1,2,3
32,111781.84771971926,586,34950.932997046904,29,16.861348299343582,15,1,2,2
34,83078.88218927314,507,29263.80096698954,37,15.160288562535415,14,1,2,2
45,80508.90608394778,530,24452.799814215134,33,18.18928195140812,16,1,1,3
40,82625.72538097124,658,26821.653933487432,46,12.924853592651155,20,1,2,2
42,90434.87321090262,634,33758.05263813939,39,13.714204389753307,18,1,1,2
36,109723.43678590735,652,27268.281826921128,49,10.919106991708778,20,0,2,2
47,81266.96395626134,425,28065.88520676703,41,16.717877153242352,22,0,2,2
42,103575.63214584744,622,24699.053277169,34,11.703036632316202,9,1,3,4
43,79700.57140651534,557,25666.828530027946,44,18.459366753945133,19,1,1,4
34,93116.29113218136,664,33201.339574901824,29,11.63468018579442,15,1,2,3
41,71150.83070513065,740,19575.370081919915,24,12.60959466679667,8,1,2,2
27,85083.06223581106,627,32422.37597779584,35,14.711620937898196,17,1,0,3
34,55289.20009202885,544,33166.94802148215,41,8.629684940883571,16,1,2,2
52,80883.7136508572,431,34745.563900365065,26,12.917945457509532,12,1,1,2
37,96992.17850818452,559,30487.43324321786,30,16.588633555297434,18,1,2,2
45,83872.34961585431,577,23156.952940105075,38,10.68010430292615,18,1,2,3
38,71945.07142500929,553,20103.260198858705,50,12.308840977144063,23,1,2,3
55,73280.0401207392,728,20175.80052569508,38,12.149516800479052,11,1,2,2
43,64201.02744057917,595,7172.411117895041,49,11.838987595251432,20,1,3,2
44,94525.62008470295,483,33729.7658182125,45,15.766112014301912,24,1,1,4
46,65509.33883258533,667,12015.579235106105,39,15.869358543405337,13,1,1,1
47,106578.23778410394,619,22604.06425164813,36,8.947515994908239,23,0,2,3
53,94560.54479800016,592,13245.44426808695,34,12.02448241973234,20,1,1,2
28,110659.64102686828,525,25625.27968417144,33,7.9217869364008,18,1,1,4
45,97231.39905912356,490,27781.30355272104,39,16.589301042982974,14,1,1,2
45,83849.63360692983,600,20788.327714011542,41,19.52234895377081,15,1,1,3
54,78397.72340568232,591,17953.61862742171,33,19.531622488922338,14,0,1,3
59,87800.38149981183,608,21688.97255972323,43,10.78091659986488,19,1,1,2
40,75625.60618184008,526,27802.808374339333,36,11.177505178635432,27,1,2,3
36,78253.05663469396,603,23337.03150793992,34,14.171721880477138,17,1,1,3
41,104612.24830130268,567,17828.734054237026,39,18.743278020653115,15,1,1,2
31,105325.2024412295,508,28979.67655454997,46,20.954588643487288,18,1,2,2
42,120234.3283584535,476,32889.96453916351,51,13.6702680375478,35,1,2,3
37,69169.75195230934,677,24434.957341005727,25,16.565799776858675,20,1,2,2
39,96424.37703187224,500,29937.25605936868,39,17.841371127756,18,1,1,3
32,77266.05753241343,675,24496.27350633573,47,12.974053112573046,24,1,2,3
37,44731.58026215753,636,20546.5370381743,29,16.992339526563775,15,1,1,2
41,70007.42115451407,492,27250.02252210178,47,13.462284102249695,19,1,1,3
45,117447.3162906905,540,23257.67084116288,28,15.078353293960168,13,1,2,3
32,85853.30223004225,532,35780.42632846235,34,13.66487016072512,20,1,1,2
40,79978.99681639762,531,21727.8357261293,40,15.248218352276984,23,1,2,3
36,89156.3224993286,614,20956.91443515968,39,15.671976123517943,16,1,2,3
38,54070.91881377331,579,20572.44407801143,30,12.749553892919646,14,1,2,2
31,64516.69802920073,647,28908.867991522737,40,15.529525754264064,19,1,3,3
40,62018.500805819705,505,29643.39854838345,40,13.343962308948536,29,1,2,3
45,89082.46626447666,700,27018.93215091015,37,9.831512649579732,12,1,2,3
59,120565.1291099834,477,30617.424086925843,39,15.538068891322007,20,1,1,2
41,63000.761109998304,657,17207.904514017704,37,15.220440141577305,9,1,2,2
41,101051.6958974722,575,21828.05475218828,32,13.294408378073364,11,1,2,3
37,82645.71167203863,464,30687.432507823487,40,16.112201128639935,15,1,2,2
37,70605.38445935043,455,35456.410458405786,47,11.691206329316907,34,1,1,3
34,74855.33354779813,568,30976.012246681366,36,16.093029090173445,21,1,2,3
36,111766.32984076507,628,25951.83741439384,19,11.12769906590127,18,1,2,4
42,73954.12152237288,505,32262.23460359251,36,13.44327645015941,12,1,2,2
58,112839.9394443624,563,14630.466658989488,44,7.703245771252996,27,0,2,3
47,79799.85519269327,655,23403.847511504347,44,14.046647165047,24,1,1,2
47,104374.08463004392,464,28921.96767452239,44,18.20235284519919,25,1,2,2
41,102802.60223192662,490,29558.67842060437,55,17.409242416590082,26,1,1,3
41,87165.19939319584,651,24305.075121526064,32,10.080473673187376,17,1,2,4
45,79494.85317798973,513,35244.36899524169,41,12.785068620194345,25,0,1,2
45,74372.5628128556,539,23966.2666144866,29,17.404208942851824,23,1,2,2
41,66730.06755858091,683,22101.483239973164,30,15.081068060844988,13,1,1,2
34,104804.71656627234,506,32182.67510460614,33,14.687344893746744,15,1,2,3
37,62432.76978316571,592,29755.518217424986,30,15.900137130949735,18,1,2,3
44,129902.06450798234,490,11556.837318679109,47,18.51734161252793,22,1,2,1
56,63075.99833436083,492,24031.950923002943,40,19.405274858590158,20,1,2,4
43,94441.67593796452,414,43873.379329601055,53,12.658742766109455,34,1,1,3
43,93206.15240355911,621,16239.114454546714,35,9.243591916219591,15,1,2,3
36,67959.85664011777,606,31328.020992866164,32,14.894015214130912,16,1,1,3
45,83466.6360118119,650,18707.04227772735,31,20.1562843920618,16,1,1,3
43,52459.36259370065,407,41133.44127648345,43,8.745493407673088,38,1,2,3
41,103641.77497207715,639,12084.839736763794,39,18.397304177717885,15,1,2,3
50,41908.93996570284,713,4045.42349967034,57,8.511159875991547,11,1,2,1
42,86610.78062712315,571,25935.55412426592,31,16.38729559901823,16,1,1,3
37,40169.78174485924,676,17626.2624819572,39,17.524339685026042,14,1,1,1
42,96507.59859817104,566,23150.03429982518,40,18.240018947889403,18,1,1,4
43,81372.17726134713,483,38466.87392653208,43,12.112969701053508,29,1,1,3
30,100792.53945725686,460,17271.379952225347,46,20.99185704973148,12,1,2,2
45,66732.62808631262,571,29579.67461914083,42,13.86299366810258,13,1,2,2
37,98012.45414869042,631,24954.51048646577,40,11.937964428752094,14,1,2,3
33,117261.23243439192,645,21909.184216048285,37,12.955255040225437,15,1,2,3
34,95204.5351320812,800,36974.2677446614,42,12.42920822826973,23,1,2,2
49,93134.51564250204,634,23520.20620605276,29,11.874481347256292,13,1,2,3
42,62565.71724830866,551,28103.289269775203,36,16.630624793444603,25,1,1,2
47,53081.80487405561,431,34219.006310727935,46,15.354471317566938,32,1,1,3
32,111680.47943565022,504,28801.6230732727,36,13.024166639079452,11,1,2,3
38,60147.909288984,601,18326.68011805481,44,17.98810421901584,20,1,1,1
41,93106.25955604496,578,22741.41655092697,36,18.595270576321063,18,1,2,2
60,81132.39711786652,605,13881.162826076355,50,12.439480845964171,25,1,2,2
55,47853.11607908075,466,32342.85469188797,24,10.64305490246518,9,1,2,3
33,104682.34172976158,666,33540.46332044291,29,12.23809139020205,20,1,1,3
43,100495.16189978016,445,24691.986217452013,36,17.929880604101506,17,1,1,2
53,73741.735062951,608,17329.218343196153,33,21.137652286846105,16,0,1,2
52,92218.31736984932,673,27976.219508508337,37,13.224499831708965,15,1,2,3
40,63939.18492811553,476,26428.80835680554,25,17.474253072661966,16,1,2,3
43,82825.10045506724,526,26116.442739668106,41,15.34662027095793,20,1,1,4
55,106311.37685071211,641,14411.132855939872,42,9.05807902337488,19,1,2,2
40,70461.4316509443,596,32509.79917179294,37,15.486038304473404,13,1,2,3
47,69820.77967043241,649,17669.804929753107,36,12.44462111817755,14,1,2,2
37,57124.31175045974,570,28774.57210501653,22,14.890495151817309,14,1,2,3
36,83531.46968334616,589,16282.728261090224,36,10.830563473175658,14,0,2,3
53,89558.01239519448,464,26525.6836446104,40,16.821975090041505,22,0,2,2
33,83949.49719555609,562,32199.33940641681,42,13.940489693259105,29,1,1,3
40,106987.41925079798,619,19584.28556568225,39,17.397314116323226,19,1,1,3
32,111945.13965939295,619,28689.7893055058,37,14.669623439458546,16,1,2,3
27,108603.83771561355,639,24723.223435293075,52,10.550297231780956,18,1,1,4
51,88794.3217574893,377,27824.973846518747,28,17.48643205962076,20,1,1,2
46,100745.92860729796,556,27193.801297114453,40,17.45834989586001,23,1,1,3
48,65688.27341109494,637,20792.8433973658,36,13.96072953692718,14,1,2,2
46,60098.99391452556,536,25613.64159017474,36,15.670472249037593,24,1,1,3
32,78769.99469499677,680,16090.757885370798,48,15.94480314278062,17,1,2,1
30,131712.51641899848,564,31172.87429945268,42,15.133122301805434,13,1,2,2
46,82515.353124251,427,37393.35230878148,46,14.096521956377645,39,1,1,4
34,76140.6925723239,703,22758.86276668654,46,13.241221084151633,16,1,2,2
56,89649.4308766164,460,34907.58281564112,37,12.00219489041019,7,1,1,2
39,91267.60985534052,572,20758.101752361126,33,14.05966063417086,24,1,1,4
35,93836.93416607213,612,31143.609854916176,31,11.39942112250852,14,1,2,3
49,83515.31824602681,532,31018.44177063273,33,13.533751424378568,18,1,2,2
48,91869.93546562135,477,21694.695825405568,45,15.032378745245964,24,1,2,4
46,97988.23907750948,588,8122.066240481321,45,11.7912582576612,22,0,2,2
38,94683.5576985756,583,24158.05183636208,37,7.243113432538761,13,1,2,3
38,92430.55715056063,639,22441.081390291463,32,17.322543984200443,19,1,1,3
39,94017.54657769176,646,18114.50841931488,35,16.976008411900445,23,1,1,3
47,32004.506325646853,700,15099.114087102813,41,14.19172397580436,20,1,1,2
41,116494.49550081806,611,26840.673904112904,45,8.340837859219715,17,0,2,3
37,84106.07448371663,531,31291.860218815607,44,14.245436859163112,23,1,1,4
31,113843.29140952844,654,22354.93441534981,54,19.82148186448054,25,1,3,2
24,98700.95114359818,659,43423.14625217357,34,10.651879288423906,10,1,2,2
47,51669.30966264631,465,36678.41907646383,29,14.71398554380006,20,0,2,3
43,101070.5965856044,647,16173.665614851983,48,16.96638644094193,4,1,2,3
41,92070.90846584902,747,16326.988870813046,33,15.72954102777137,19,2,2,2
42,85307.9548619662,556,30561.46689757028,40,13.449838327704166,16,1,1,3
38,59556.35454946762,559,37064.913760536336,33,13.397037365300738,26,1,1,3
34,90086.54517482885,688,33630.690021250884,19,12.650558504060868,22,1,2,4
33,105580.43146134156,667,33220.281771814094,37,12.663308449936022,13,1,2,3
48,74110.72405741768,640,16503.53106488009,35,15.488794910743204,8,1,2,1
34,114338.39414932342,660,32827.92630535769,38,14.665147158115554,8,1,2,3
51,78354.84732154431,524,31291.22352282973,39,17.538610183318937,21,1,1,3
51,79208.72198392448,556,13962.05204858122,43,10.137604058412595,21,1,2,3
31,114487.5358295586,648,29374.457926353985,40,15.063464520900814,8,1,3,3
41,107718.25945521236,531,23721.926351610426,28,14.640823872977398,17,1,1,3
42,124186.17775665077,540,21230.88856106046,31,17.949305834045155,23,1,1,3
47,61283.88388791135,356,35046.07617457988,21,15.139739964574629,17,1,1,2
45,73321.22947597192,563,21434.55442534982,31,11.114994380448156,21,1,1,3
40,82335.95611495466,556,22321.82062366183,25,14.353703406376146,3,1,1,3
46,70047.5012329887,428,9033.862834703084,35,7.818262597371271,22,1,2,4
36,57501.93447897454,594,24357.41680881597,33,15.10240554466747,13,1,1,4
36,101383.43690267626,586,31571.904213174646,32,11.387401442426684,17,1,1,3
47,60420.70228195554,481,30533.089824001792,29,14.004491409122188,11,1,2,3
27,93330.06634286504,589,36639.06606124253,41,12.140906459036676,7,1,2,2
42,108953.6426546846,609,27081.32294192948,40,15.917395074086684,14,1,1,3
35,129113.92575506502,474,24785.15233450046,43,14.397842381510864,7,1,2,3
46,106122.86267686488,544,27356.828422409624,40,17.408828607372932,16,1,1,3
37,93883.34179740673,613,24229.31368646093,48,12.147694441594195,19,1,2,3
44,55852.69958270085,659,10442.685872861664,51,12.55909347840677,21,1,2,1
57,119074.20307708193,559,16664.49616132788,30,10.044398037483552,9,1,2,3
26,109990.76299368788,626,29905.9987459494,41,12.049528584308412,17,1,2,3
47,63939.9181940833,611,35009.74754430984,29,14.583868536240566,20,1,2,3
48,76821.92060000796,546,16586.40119768385,22,14.766523239231724,14,1,2,2
37,84581.03611362792,512,32143.906762860926,40,10.778065587776949,24,1,1,3
41,123504.79156731718,538,29476.96765228885,53,16.16517295679776,22,1,2,3
45,101581.91093103962,487,25838.31445911738,37,16.55719994395852,17,1,1,2
58,96862.0371785761,449,43099.99351117748,52,17.307002120328175,33,0,1,3
27,92746.71901023012,553,18413.170309317287,46,15.9187875200638,14,1,2,2
50,68679.60928113587,587,27027.84035614123,30,18.33470714297556,21,1,1,2
37,135992.12233222395,515,19088.76479603473,41,15.243225712478727,10,1,2,4
41,95931.31371404344,575,24895.593241781604,37,10.756598650956509,18,1,1,3
36,83330.38642192568,490,33893.7830075946,41,12.073635374157794,31,1,2,4
41,99812.46648325308,541,26231.27418830768,32,7.117359413068039,7,1,2,3
45,69200.31490137316,599,23437.61521105688,29,16.02828088300378,19,0,1,2
49,67182.71104277488,492,22030.42061696174,42,16.321965774072233,11,1,2,4
30,48160.55956528765,594,20422.98025011918,42,20.452714236443327,12,1,2,1
53,93241.54244683815,607,25063.837990950047,31,9.299810400395971,12,1,2,3
53,69274.03774871177,524,30685.098290423863,25,13.998881981556693,20,1,1,2
48,65417.77829187576,502,25672.97774864128,38,15.740610504808858,22,1,2,3
47,119663.05932905208,536,26149.771993250582,44,17.6771959238056,19,1,1,2
44,78352.73331386107,544,23252.520293794674,39,17.685433167741948,20,1,1,4
47,92409.76045464852,446,33833.34032979377,46,15.9579316491111,16,1,1,2
42,109769.46020804976,565,21773.2064757666,41,15.316534534111138,20,1,2,3
38,57751.63091972478,545,29151.884320226687,29,14.229054981120616,10,1,2,3
53,99513.88367548176,696,24576.12355165497,50,11.101050818042092,21,1,1,2
46,65547.08808413218,533,28898.76522173361,34,14.83228616459204,19,1,2,3
36,104213.8998109959,646,27204.224717448036,34,9.86165109784622,23,1,1,3
42,90002.09008413753,679,23630.83478212168,36,14.391908027132832,23,1,2,4
43,52895.34760363013,580,8129.158433708934,43,11.520359026897111,21,1,2,3
39,90149.47871626249,607,20869.225479983208,36,16.156241274772235,17,1,1,3
48,80142.69281265173,550,14148.460517951797,34,15.274554610068924,10,1,2,2
42,98620.85353575255,674,21959.258619515116,46,10.227170900266206,14,1,2,2
45,96662.6548008451,461,23803.76717585736,40,16.820387084117712,19,1,2,2
25,108127.97468480446,459,35044.671020469046,32,16.41502067792225,15,1,1,3
49,45939.77570364455,503,37568.08010793704,24,13.057385560694666,17,1,2,2
49,89612.02545394428,579,21846.73439125917,47,10.966749006086683,14,1,2,2
33,65385.5479975141,685,12732.237573032608,56,14.023132885093125,21,1,2,1
35,100883.2861133918,565,28795.78077173422,29,11.222629505505529,18,1,1,3
39,70104.96321280714,525,38788.79456828143,39,14.898966386763268,26,1,1,3
42,92906.15599634527,583,25515.248087898573,44,12.846480810120577,11,1,2,2
52,122077.43482343348,612,22177.827192118148,33,16.34926595931487,28,1,1,1
26,91972.47278801768,637,33553.84707320588,37,12.18594447270667,14,1,2,3
43,79505.12709946636,588,24561.340042343272,28,6.559389092839338,15,1,2,3
52,90485.0752102515,550,25282.82516896397,41,17.03615230127693,17,0,2,2
52,45299.37874062085,474,30220.863810822662,34,14.490354176127411,29,0,1,3
42,72122.12654742919,549,9529.506355052632,38,11.713043035992476,14,1,2,3
42,86487.32643488333,650,9578.779788109056,43,13.7091661665598,17,1,2,2
50,91592.25295356003,440,29601.48954410295,50,15.783834152626628,25,1,2,4
45,79871.73758971499,719,23159.83008380413,21,4.755898799403316,16,1,2,5
48,93905.32133571371,672,18740.28940511382,46,8.877496929305392,15,1,2,2
40,84861.94285486743,519,29286.5158519542,36,19.149642997781665,20,1,1,2
46,79519.44826908439,635,25344.07108918979,42,9.210954638677409,6,1,2,2
40,137428.0515780066,447,26707.168690291222,37,9.180674548398512,17,1,3,4
38,106227.91313326082,550,25189.196572492463,45,15.389654760103014,23,1,1,2
47,110050.73243532608,542,28392.905167556917,44,15.84068334453422,27,1,2,2
44,119027.1585110167,618,23024.28808874627,21,13.197560182950552,19,1,2,4
42,46886.228524551,706,27036.18390137689,21,11.962550747487336,20,1,3,2
38,80167.53700314218,609,22294.920919710094,38,13.253483334722052,17,1,2,3
48,100291.57793746062,496,22644.710859720424,55,17.194650064703332,20,1,2,3
41,86119.23220618286,673,29287.29184086931,37,17.86869658163325,20,1,2,2
36,80459.81828405819,569,24924.26349702987,31,18.930303146946727,21,1,2,3
45,85660.59972291412,490,21049.798649118373,51,17.870874888330345,19,1,1,4
39,111402.98518289672,616,17193.59283215771,30,13.710689731179473,10,0,2,3
46,68680.8289148615,547,30580.933760600456,36,13.385032687896594,11,1,2,2
48,93235.58010285028,521,27609.82833882905,40,16.700373848029823,21,1,2,4
53,81285.7254407756,540,24027.1434883784,37,16.858749498747564,22,1,2,3
47,100987.63115964687,572,19756.31901378647,40,18.779755437673167,23,1,2,3
45,83661.80475621438,572,30423.46056516345,37,17.352596130382963,30,1,1,3
47,64650.17254194159,433,37047.82652947668,34,14.47371979930313,12,1,2,3
29,147905.99703887373,530,31766.15015828889,29,11.033269292290488,8,1,1,3
53,63924.519391238384,548,19341.45728340023,39,18.593086123600287,12,0,1,3
39,97906.11720269037,587,18419.342254643027,38,19.78741693948847,26,1,2,1
41,83592.59268009604,602,16771.09466184525,29,17.379933036046403,17,1,2,2
53,98129.64602641748,496,25170.641400624318,51,17.184891309052492,24,1,1,3
39,126843.91901473996,591,29082.05357008425,27,14.252878930316085,9,1,2,4
41,69876.59536544126,414,31729.654422463016,29,17.39604484564063,16,0,1,4
36,62453.14880094289,597,16450.81223681919,43,16.314151710265193,21,1,1,2
38,91783.08206708492,627,24661.042913180936,40,19.190424059418252,15,1,1,3
42,104300.05055994196,573,24623.11637713983,38,20.51853941695525,21,1,1,2
46,145597.5626423996,591,17693.066003234406,45,18.87704339377873,20,1,1,3
40,73425.49636950309,620,26364.517772809253,25,15.437891590780415,16,1,2,3
47,105257.15358856323,463,26843.357464631063,43,16.51267896931894,21,1,2,2
38,89932.32909584076,631,15134.108579238333,38,16.75699040516252,9,1,2,3
48,67295.50927534713,697,27042.771237769277,20,13.4739658503099,20,1,2,2
35,52916.92697458984,544,32259.329037743344,39,13.377016887423103,21,1,1,3
40,135518.53486768637,553,23054.741334152463,37,12.371465200584511,20,1,1,3
34,116155.73290639164,682,27221.514375301707,35,14.718345285007564,23,1,1,4
47,80130.61022492472,493,28154.09648764857,45,15.938880514487716,25,1,1,3
49,84093.42863257258,728,15305.373240727442,41,14.539116299970583,13,1,1,1
39,70980.52493610886,637,29756.891252466896,40,13.590064928306376,21,1,2,3
29,129540.59012275288,572,30973.8094072372,33,9.383512390540758,8,1,2,4
39,94544.09387725512,569,31619.059299944103,40,14.084918383811752,24,1,2,3
44,77849.23572646304,628,29712.348741142978,52,12.490864879242643,25,1,1,2
39,65685.65333903395,527,26396.258492112716,34,15.31362451770883,11,1,2,3
35,76930.8580997221,695,29966.96285376405,38,10.44955987317119,18,1,2,4
32,103236.77451233348,617,22461.715761231157,39,16.241054827633377,19,1,1,3
38,37693.07806880676,581,22265.030308983136,40,15.231936314841612,13,1,2,2
51,78166.78892320312,539,23238.438573445263,25,15.44816926125369,21,1,2,2
48,81617.0328737915,598,17886.961023139072,36,19.130563214962837,23,1,1,3
37,101049.11004302675,502,29280.319754909586,46,11.269453367624024,29,1,2,3
36,73041.09147966697,642,21836.202104536693,26,13.923055400680502,23,1,1,2
51,86545.51053799264,440,32277.3209835458,48,16.529806007702327,26,1,2,4
42,95871.142802408,595,20589.658973451595,39,19.653476491253063,16,1,1,3
44,80643.63364163009,655,19442.49498540545,32,12.918487344125491,11,1,2,3
38,90916.14385024727,718,22595.410758395738,31,10.569769323103626,21,1,2,4
43,76652.21043263224,512,33125.19667431053,37,12.502554034507009,27,1,2,3
25,64039.91654756805,578,24874.967960095764,35,10.541829383080431,27,1,1,2
43,71395.19365392084,643,25137.537901000986,30,10.425435327571854,15,1,2,4
52,87989.2337273938,560,24397.98358659664,37,17.821420415187973,24,1,1,3
44,95700.29737667316,564,19894.230537292588,41,15.768454529407729,18,1,2,3
47,88987.42387730312,466,26585.75375065806,47,14.086681621803208,27,1,2,4
30,86648.10695977788,657,36146.191253524106,27,12.334208904635608,22,1,2,3
42,43764.85932632735,526,21163.35581982882,33,12.03424957763252,26,1,2,3
50,98321.5745956142,700,19793.246579112656,31,13.07176544165601,17,0,2,2
40,79123.3867991961,374,32673.585347651224,34,15.929259238553874,10,1,1,3
39,106464.4487576934,591,26688.37137474211,37,15.956149993930048,17,1,2,3
36,97568.63655498698,489,29471.678419647506,46,10.830390420566534,24,1,2,3
39,78164.81255465536,445,24343.21690456254,47,13.531197265664524,27,1,2,5
35,97130.76331185269,514,28078.960469272894,35,17.264150987067822,12,1,2,2
43,116141.55103250191,622,22602.266128044677,32,17.514590403624346,22,1,1,4
39,86136.41653936046,582,20344.63509709058,37,13.985391287443177,12,1,2,2
41,84846.81141715436,644,29524.41468699408,32,10.58968301389612,13,1,2,3
41,99247.4330407183,679,34980.52993388953,33,13.814430351042777,15,1,1,3
33,72189.77506757123,541,26570.025144908803,40,11.79368170524957,19,1,2,3
50,84297.5507491145,576,15928.83505878354,40,10.079781715825751,17,1,2,3
39,109746.04067258474,569,23500.247351026777,38,14.134590446599402,23,1,2,4
47,84687.56235716795,603,27674.704995242213,44,12.920927779979383,25,1,2,3
44,59990.8904736404,550,25788.87551075941,34,17.37610910061789,22,1,1,3
22,113967.73100508258,536,29741.641261464614,44,16.730970844013264,15,1,1,3
46,76577.35110768196,562,6216.555833090267,40,10.907668591520562,16,1,2,2
40,86306.40672255032,619,19848.56446125599,34,14.535046290126774,23,1,2,2
50,75210.97535262074,575,26223.815345104776,27,13.403992874753133,16,1,2,2
35,109490.48978382142,611,30213.29789942637,36,10.264235000205716,13,1,2,3
41,93891.11331847978,588,24121.684341707656,40,16.315773296455014,23,1,1,3
48,50392.87261155291,412,33196.27167176113,32,14.04127383050156,15,0,2,2
48,73962.7012247386,600,32657.3335953577,28,14.511085817209327,21,1,2,2
37,58708.666398132096,426,32421.36763741402,32,17.444722805159564,21,0,2,3
41,86603.87787991446,562,33780.02291378146,40,15.26621367163493,24,1,1,3
42,113789.98817632794,730,24050.42265763249,39,16.87648635203128,24,1,2,2
49,100368.21032861498,546,22729.794040420104,40,16.73686490699913,19,1,2,2
49,100876.08026930754,463,26590.247834255628,30,16.779046333336513,13,1,1,3
