LPC_outlet_temperature,HPC_outlet_temperature,LPT_outlet_temperature,Bypass_duct_pressure,HPC_outlet_pressure,Physical_fan_speed,Physical_core_speed,HPC_outlet_static_pressure,Fuel_flow_ratio,Corrected_fan_speed,Bypass_ratio,Bleed_enthalpy,HPT_cool_air_flow,LPT_cool_air_flow,Maintenance_Status
642.49,1580.65,1401.81,21.61,553.99,2388.04,9062.16,47.27,521.89,2388.06,8.4312,392,39.01,23.3632,0
642.52,1589.35,1405.34,21.61,553.91,2388.0,9062.69,47.35,522.25,2388.06,8.3813,392,38.95,23.4065,0
642.48,1584.73,1408.24,21.61,553.68,2388.1,9054.7,47.39,521.88,2388.04,8.4487,392,38.88,23.3567,0
642.24,1585.86,1404.88,21.61,553.78,2388.06,9069.16,47.44,521.09,2388.07,8.4209,393,38.79,23.4082,1
642.22,1586.18,1396.17,21.61,554.82,2388.02,9063.33,47.34,522.36,2388.0,8.4121,392,39.15,23.4007,0
642.68,1591.31,1411.79,21.61,552.86,2388.08,9047.17,47.37,521.34,2388.07,8.4331,394,38.7,23.2211,0
643.16,1587.93,1403.06,21.61,553.95,2388.13,9046.86,47.71,521.34,2388.13,8.4453,393,38.95,23.4772,0
641.62,1584.46,1397.41,21.61,554.26,2388.03,9055.59,47.28,522.26,2388.01,8.3796,392,39.01,23.4146,0
642.83,1593.85,1397.22,21.61,553.67,2388.11,9076.48,47.47,522.02,2388.06,8.4278,393,38.86,23.3845,1
643.02,1592.39,1414.66,21.61,553.01,2388.11,9066.73,47.53,520.61,2388.13,8.4619,395,38.75,23.2744,1
642.42,1588.36,1401.28,21.61,554.01,2388.08,9061.89,47.51,522.1,2388.1,8.4665,393,39.02,23.2309,0
642.36,1588.29,1403.56,21.61,554.1,2388.04,9084.48,47.25,522.3,2387.96,8.4028,393,39.09,23.3348,1
642.85,1589.11,1403.42,21.61,553.42,2388.15,9051.36,47.49,521.38,2388.05,8.4561,393,38.94,23.3653,1
643.02,1594.52,1415.38,21.61,554.01,2388.12,9062.41,47.85,520.71,2388.08,8.4763,392,38.81,23.3251,1
642.4,1593.71,1412.32,21.61,553.58,2388.05,9056.01,47.45,521.54,2388.11,8.4482,396,38.91,23.3147,1
642.27,1582.42,1397.06,21.61,554.61,2388.04,9069.94,47.23,522.48,2388.0,8.373,392,38.87,23.4902,0
641.9,1580.25,1400.76,21.61,554.5,2388.02,9067.72,47.2,522.4,2387.98,8.4302,392,39.09,23.4204,0
642.35,1587.54,1404.29,21.61,553.57,2388.08,9066.32,47.57,521.8,2388.08,8.446,394,38.98,23.3856,0
642.0,1583.36,1399.28,21.61,554.48,2388.01,9063.45,47.29,522.21,2388.02,8.4044,391,38.9,23.3236,0
642.37,1586.83,1396.63,21.61,553.5,2388.08,9042.51,47.3,521.73,2388.1,8.4283,394,38.96,23.3597,0
642.27,1588.78,1394.58,21.61,554.16,2388.05,9055.27,47.48,521.91,2388.06,8.3896,393,38.89,23.3356,0
642.78,1593.83,1411.14,21.61,553.08,2388.12,9047.88,47.48,522.11,2388.13,8.4432,393,38.94,23.3845,0
641.86,1582.7,1403.13,21.61,553.54,2388.1,9049.62,47.34,522.16,2388.07,8.3901,391,39.06,23.3262,0
642.53,1588.51,1409.0,21.61,552.52,2388.15,9056.66,47.45,521.38,2388.1,8.4349,392,38.79,23.2156,0
642.35,1585.93,1404.35,21.61,553.63,2388.04,9052.89,47.31,521.76,2388.14,8.3926,391,39.02,23.4033,0
642.67,1589.2,1399.26,21.61,553.94,2388.11,9057.38,47.46,522.57,2388.03,8.4027,394,38.63,23.3522,1
643.06,1588.61,1407.03,21.61,554.77,2388.13,9067.86,47.44,521.72,2388.05,8.4597,392,38.79,23.1667,0
643.19,1583.86,1409.59,21.61,553.27,2388.13,9060.29,47.67,521.5,2388.08,8.4491,393,38.89,23.2671,1
642.48,1591.66,1409.19,21.61,553.14,2388.08,9049.28,47.64,521.61,2388.07,8.4559,395,38.82,23.2244,0
642.12,1589.7,1396.29,21.61,554.92,2387.98,9067.04,47.3,521.82,2388.04,8.446,392,39.13,23.4849,0
642.42,1581.02,1396.56,21.61,552.79,2388.13,9052.51,47.44,521.78,2388.11,8.4266,392,38.82,23.2514,0
641.78,1580.52,1401.27,21.61,554.27,2388.03,9055.41,47.04,522.29,2387.97,8.3836,392,38.98,23.4868,0
643.05,1595.28,1405.17,21.61,553.33,2388.14,9062.7,47.57,520.67,2388.11,8.4708,394,38.77,23.3511,0
642.37,1593.96,1409.63,21.61,553.82,2388.07,9060.16,47.55,521.63,2388.08,8.4078,393,38.84,23.3882,0
642.08,1584.8,1409.92,21.61,554.27,2388.13,9066.62,47.5,521.05,2388.12,8.4679,393,38.75,23.2996,1
643.36,1594.07,1415.97,21.61,552.96,2388.17,9056.69,47.65,521.52,2388.15,8.4659,393,38.73,23.1934,1
642.29,1587.91,1408.66,21.61,553.0,2388.09,9058.73,47.49,521.92,2388.07,8.4101,392,39.01,23.3438,0
642.71,1594.26,1410.08,21.61,553.3,2388.14,9066.8,47.63,521.32,2388.08,8.4642,392,38.71,23.2413,1
642.26,1589.04,1402.74,21.61,554.83,2388.05,9058.42,47.37,522.02,2388.11,8.4682,392,38.83,23.4186,0
642.27,1585.86,1413.79,21.61,553.75,2388.03,9082.5,47.48,521.77,2388.01,8.4103,392,38.92,23.2834,1
642.53,1591.94,1405.37,21.61,553.62,2388.04,9068.14,47.66,521.95,2388.12,8.4139,391,38.74,23.3214,0
643.14,1584.12,1415.83,21.61,553.32,2388.09,9046.75,47.33,521.08,2388.1,8.4388,394,38.66,23.3793,0
642.1,1581.1,1392.46,21.61,553.86,2387.97,9058.68,47.36,522.17,2387.96,8.3969,393,39.08,23.3928,0
642.13,1595.68,1403.98,21.61,552.62,2388.12,9054.8,47.61,521.06,2388.15,8.4402,393,38.93,23.2629,0
641.58,1585.95,1394.54,21.61,554.53,2387.99,9057.26,47.07,522.36,2388.02,8.4278,391,39.13,23.4326,0
642.59,1586.41,1403.2,21.61,553.54,2388.09,9047.97,47.61,521.51,2388.13,8.434,395,38.93,23.3577,0
642.21,1588.31,1401.69,21.61,553.75,2388.05,9060.81,47.54,521.83,2388.07,8.4467,393,39.0,23.3795,0
643.13,1594.1,1410.86,21.61,553.41,2388.11,9078.58,47.53,520.8,2388.12,8.4475,394,38.68,23.2126,1
642.6,1586.42,1415.65,21.61,552.38,2388.07,9071.16,47.56,521.3,2388.06,8.4469,393,38.91,23.1779,1
642.77,1595.46,1407.4,21.61,553.28,2388.06,9054.38,47.51,522.05,2388.11,8.4264,392,38.57,23.2427,0
642.21,1582.04,1398.77,21.61,554.63,2388.03,9062.24,47.21,521.89,2388.02,8.3797,392,39.11,23.3347,0
642.42,1583.59,1405.31,21.6,553.95,2388.07,9079.65,47.25,521.64,2388.04,8.3745,394,38.92,23.4263,0
642.02,1582.69,1398.38,21.61,554.07,2388.03,9046.96,47.22,522.3,2388.01,8.401,391,38.84,23.4402,0
642.23,1587.81,1400.04,21.6,553.84,2387.98,9085.0,47.24,522.6,2387.98,8.3446,391,39.07,23.4193,1
642.73,1600.13,1408.59,21.61,553.07,2388.1,9065.48,47.49,521.16,2388.11,8.4355,394,38.76,23.2703,0
642.79,1588.4,1409.01,21.61,553.75,2388.14,9052.77,47.57,521.63,2388.14,8.4339,394,38.74,23.3115,0
642.33,1591.38,1400.36,21.61,554.96,2388.04,9050.97,47.25,521.92,2388.07,8.4148,392,39.02,23.4999,0
642.75,1589.96,1405.73,21.61,554.01,2388.07,9053.26,47.36,522.06,2388.08,8.4165,394,38.83,23.3274,0
642.49,1592.31,1416.77,21.61,552.49,2388.2,9055.28,47.94,520.26,2388.14,8.4851,394,38.56,23.1284,1
642.37,1588.81,1407.05,21.61,554.48,2388.07,9061.41,47.38,522.09,2388.08,8.4022,392,38.99,23.296,0
641.69,1586.21,1400.69,21.61,554.63,2388.03,9057.61,47.29,522.25,2387.98,8.4379,392,39.12,23.4958,0
642.52,1592.06,1409.87,21.61,553.49,2388.09,9058.18,47.5,521.83,2388.12,8.4647,393,38.85,23.2384,0
642.47,1592.56,1399.88,21.61,553.6,2388.12,9038.8,47.31,521.24,2388.15,8.462,392,38.69,23.2527,1
642.72,1587.46,1409.51,21.61,553.34,2388.11,9056.18,47.68,521.78,2388.09,8.4242,395,38.72,23.2465,1
642.67,1597.65,1406.69,21.61,553.92,2388.12,9064.42,47.46,521.39,2388.07,8.4441,393,38.72,23.3951,1
642.46,1585.86,1403.53,21.61,554.41,2388.05,9062.86,47.17,522.37,2387.97,8.3923,393,38.84,23.4642,0
642.08,1585.06,1403.93,21.61,553.77,2388.09,9052.99,47.34,522.31,2387.99,8.42,393,38.88,23.294,1
642.75,1585.99,1409.25,21.61,553.24,2388.12,9063.07,47.57,520.98,2388.14,8.438,395,38.67,23.2946,1
642.35,1580.32,1398.33,21.61,554.21,2388.04,9084.63,47.32,522.06,2387.93,8.3952,392,38.85,23.3937,0
641.63,1587.14,1395.4,21.61,554.68,2387.96,9062.97,47.15,522.69,2387.97,8.3998,392,39.06,23.3596,0
642.18,1581.73,1396.08,21.61,553.86,2388.01,9065.88,47.18,522.6,2388.04,8.3687,393,38.84,23.4073,1
642.77,1590.79,1418.3,21.61,552.79,2388.12,9067.68,47.64,521.33,2388.12,8.4178,396,38.8,23.251,0
642.06,1588.54,1394.96,21.61,554.65,2387.99,9053.16,47.38,522.34,2387.99,8.3533,391,39.01,23.3713,0
642.67,1592.52,1412.77,21.61,553.08,2388.14,9056.73,47.81,520.83,2388.08,8.4729,393,38.74,23.2311,1
641.78,1584.18,1402.93,21.61,553.77,2388.03,9057.11,47.3,521.93,2388.08,8.401,392,38.85,23.3946,0
642.06,1588.0,1411.03,21.61,552.92,2388.08,9060.63,47.53,521.65,2388.06,8.4588,394,38.75,23.1486,0
642.32,1583.89,1395.44,21.61,554.17,2387.99,9063.6,47.44,522.13,2388.03,8.4059,391,38.99,23.435,0
641.92,1593.04,1400.82,21.6,554.8,2388.01,9060.45,47.05,522.58,2388.02,8.3848,391,39.13,23.4534,0
642.81,1584.99,1408.14,21.61,553.23,2388.12,9045.09,47.48,521.72,2388.13,8.4262,394,38.83,23.3319,0
642.12,1585.61,1397.02,21.61,554.24,2388.0,9060.13,46.86,522.59,2388.0,8.4077,392,39.01,23.2698,0
643.04,1591.07,1415.41,21.61,552.65,2388.1,9062.71,47.67,521.15,2388.17,8.4877,395,38.75,23.2797,1
642.13,1583.93,1408.03,21.61,553.4,2388.1,9053.14,47.5,521.83,2388.11,8.4475,392,38.95,23.3684,1
642.45,1584.8,1406.27,21.61,554.21,2388.02,9066.24,47.45,521.65,2388.04,8.3813,392,38.75,23.4059,1
642.32,1586.33,1401.08,21.61,554.08,2388.06,9067.5,47.03,522.37,2387.98,8.3977,391,38.97,23.4163,0
642.6,1586.08,1406.3,21.61,553.84,2388.04,9061.69,47.48,521.57,2388.04,8.4019,393,38.9,23.3668,0
641.95,1581.03,1394.95,21.61,554.35,2387.98,9062.77,47.06,522.12,2387.98,8.4259,389,39.05,23.5036,0
642.42,1590.25,1404.13,21.61,553.73,2388.1,9055.71,47.46,522.03,2388.08,8.4407,393,38.96,23.3355,0
642.7,1589.23,1400.98,21.61,554.2,2388.06,9057.63,47.43,521.86,2388.0,8.4386,394,38.93,23.4046,0
643.04,1588.63,1413.74,21.61,553.72,2388.11,9056.48,47.73,521.41,2388.16,8.4444,394,38.65,23.1557,1
642.02,1578.83,1397.92,21.61,554.92,2388.04,9051.73,47.08,522.38,2387.99,8.3921,393,39.11,23.4207,0
642.66,1593.9,1409.4,21.61,553.46,2388.11,9049.17,47.56,521.51,2388.1,8.4012,392,38.83,23.3161,0
642.06,1581.14,1401.49,21.61,554.11,2387.98,9065.1,47.26,522.48,2387.99,8.4182,394,39.0,23.3808,0
642.96,1588.33,1405.59,21.61,553.84,2388.06,9059.87,47.39,521.35,2388.11,8.4395,392,38.94,23.2849,0
642.55,1584.1,1412.21,21.61,552.29,2388.15,9061.82,47.44,520.55,2388.13,8.4536,394,38.78,23.2093,0
642.25,1591.3,1403.07,21.61,553.97,2388.0,9074.5,47.29,522.58,2388.0,8.3878,392,39.13,23.4095,0
642.53,1582.19,1403.23,21.61,554.32,2388.05,9063.13,47.25,522.47,2388.02,8.3964,394,38.95,23.3742,1
642.76,1594.76,1408.29,21.61,553.26,2388.12,9044.48,47.62,521.37,2388.14,8.4391,396,38.8,23.2794,2
643.01,1588.39,1403.91,21.61,553.33,2388.09,9066.33,47.64,521.47,2388.07,8.4058,391,38.91,23.3218,0
642.84,1583.9,1411.15,21.61,552.95,2388.16,9058.88,47.64,521.0,2388.12,8.4025,394,38.71,23.3062,0
642.6,1593.05,1418.28,21.61,553.28,2388.13,9049.17,47.49,521.03,2388.16,8.4826,393,38.66,23.3776,0
642.73,1589.62,1404.77,21.61,554.66,2388.07,9063.36,47.34,521.69,2388.05,8.4376,393,38.83,23.4207,0
641.85,1579.33,1403.7,21.61,554.68,2388.0,9050.57,47.19,522.24,2388.03,8.3686,392,39.0,23.589,0
642.9,1588.23,1411.91,21.61,553.78,2388.09,9073.56,47.53,521.09,2388.08,8.4694,394,38.76,23.2153,1
642.39,1590.11,1400.12,21.61,553.2,2388.03,9058.59,47.39,521.89,2388.05,8.4073,392,38.91,23.2867,0
642.23,1591.63,1401.97,21.61,554.35,2388.07,9063.61,47.34,521.81,2388.02,8.4034,393,38.93,23.4009,1
642.85,1593.45,1415.48,21.61,553.27,2388.12,9086.64,47.57,521.99,2388.07,8.4723,392,38.87,23.2257,1
642.22,1585.6,1413.68,21.61,553.26,2388.18,9043.35,47.65,521.04,2388.15,8.4482,392,38.67,23.2438,1
642.45,1585.23,1392.9,21.61,553.58,2388.02,9055.98,47.5,522.06,2388.09,8.3822,392,38.88,23.3387,1
642.26,1586.73,1404.57,21.61,553.5,2388.16,9054.34,47.54,520.88,2388.07,8.4564,392,38.7,23.2423,0
642.67,1587.81,1416.44,21.61,552.62,2388.11,9064.94,47.62,520.63,2388.08,8.4437,394,38.75,23.2716,1
642.45,1583.2,1408.51,21.61,554.6,2388.02,9063.39,47.39,521.43,2388.06,8.4518,394,38.96,23.2727,0
642.26,1585.99,1397.76,21.61,554.18,2388.05,9052.09,47.49,521.76,2388.11,8.4251,393,39.0,23.2905,0
642.5,1589.26,1409.24,21.61,553.24,2388.02,9067.54,47.16,521.14,2388.08,8.448,393,39.04,23.344,0
641.95,1592.11,1397.32,21.61,554.35,2388.01,9057.31,47.1,522.36,2388.02,8.4285,391,39.18,23.4827,0
642.58,1583.77,1407.45,21.61,554.39,2388.1,9041.62,47.39,521.5,2388.1,8.4287,393,38.95,23.3957,0
641.97,1581.48,1394.05,21.61,554.14,2388.01,9054.36,47.16,522.0,2388.03,8.4233,391,38.9,23.419,0
642.34,1584.97,1399.64,21.61,553.96,2388.07,9077.03,47.33,522.15,2387.99,8.3504,392,38.9,23.3908,0
641.89,1583.71,1398.49,21.61,553.67,2388.04,9058.26,47.33,521.9,2388.0,8.3862,393,39.07,23.4829,0
641.82,1592.93,1410.4,21.61,553.15,2388.06,9039.37,47.57,522.08,2388.17,8.4631,392,38.78,23.2899,0
642.36,1594.13,1410.5,21.61,553.45,2388.11,9055.68,47.39,521.16,2388.12,8.4642,393,38.92,23.3523,0
642.42,1585.72,1394.2,21.61,554.73,2387.96,9056.31,47.22,522.37,2387.98,8.3826,392,39.06,23.4823,0
642.59,1585.06,1405.34,21.61,553.23,2388.11,9063.25,47.53,521.68,2388.09,8.4422,392,38.94,23.3007,0
642.86,1592.05,1411.77,21.61,553.65,2388.12,9064.62,47.57,521.38,2388.15,8.4437,393,38.82,23.2675,1
642.17,1584.44,1391.51,21.61,554.37,2388.03,9062.63,47.18,521.75,2388.08,8.4048,393,39.06,23.361,0
642.48,1587.83,1411.14,21.61,553.84,2388.1,9067.99,47.28,522.2,2388.07,8.3994,392,38.92,23.4059,0
642.82,1597.64,1410.09,21.61,553.78,2388.05,9051.28,47.65,522.1,2388.07,8.4224,393,38.83,23.2318,0
642.0,1582.16,1397.98,21.61,555.12,2388.01,9059.97,47.23,522.18,2388.0,8.4324,390,38.88,23.3485,0
641.57,1584.27,1408.5,21.61,554.37,2387.97,9074.97,47.14,522.27,2387.97,8.4539,391,38.86,23.4099,0
642.72,1592.56,1409.29,21.61,553.13,2388.2,9048.51,47.46,521.32,2388.13,8.4211,393,39.03,23.2575,0
642.21,1581.27,1403.21,21.61,553.64,2388.09,9053.28,47.57,521.41,2388.1,8.4263,392,38.69,23.4289,1
642.07,1583.16,1393.16,21.6,554.65,2388.05,9059.82,47.41,522.22,2388.0,8.4297,392,38.99,23.4403,0
642.66,1591.56,1406.38,21.61,553.74,2388.07,9062.61,47.63,521.94,2388.02,8.4554,394,38.96,23.3477,1
641.98,1591.18,1395.11,21.61,553.45,2388.04,9071.85,47.32,522.13,2388.0,8.4095,393,38.92,23.3429,0
643.01,1591.7,1410.09,21.61,553.24,2388.11,9047.47,47.73,521.56,2388.18,8.4582,392,38.81,23.3021,0
642.6,1582.03,1406.24,21.61,553.97,2388.09,9049.62,47.15,521.74,2388.1,8.4133,394,38.92,23.2151,0
642.53,1583.93,1412.14,21.61,553.71,2388.09,9047.25,47.62,521.18,2388.12,8.4397,394,38.66,23.2586,0
642.39,1588.65,1408.47,21.61,554.06,2388.11,9062.96,47.53,521.79,2388.1,8.4336,392,38.89,23.3186,0
642.75,1585.44,1401.07,21.61,553.83,2388.09,9066.97,47.54,521.85,2388.07,8.3924,392,38.93,23.3511,1
642.94,1593.16,1411.91,21.61,553.61,2388.12,9047.86,47.65,521.36,2388.11,8.4229,393,38.73,23.2584,1
642.71,1590.78,1407.27,21.61,553.82,2388.15,9051.71,47.47,521.56,2388.13,8.4297,394,38.78,23.2464,0
641.76,1591.02,1402.42,21.61,554.4,2388.03,9074.12,47.13,522.07,2387.98,8.3967,392,39.0,23.433,0
642.6,1595.95,1405.17,21.61,553.26,2388.06,9058.42,47.67,521.37,2388.06,8.4371,393,38.96,23.4632,0
642.64,1585.88,1411.35,21.61,552.42,2388.07,9041.86,47.65,520.97,2388.12,8.4429,392,38.82,23.1934,0
642.51,1592.86,1406.39,21.61,553.92,2388.08,9064.28,47.27,521.76,2388.13,8.4037,394,38.84,23.3656,1
642.1,1577.93,1396.45,21.61,554.3,2387.99,9048.4,47.18,522.65,2387.99,8.3953,392,38.96,23.409,0
643.18,1590.92,1420.14,21.61,552.95,2388.14,9057.02,47.73,522.03,2388.15,8.4507,393,38.9,23.1632,0
643.22,1586.45,1409.47,21.61,553.46,2388.2,9045.19,47.69,520.75,2388.16,8.4353,392,38.54,23.3475,0
642.66,1589.06,1414.37,21.61,553.82,2388.06,9054.45,47.54,521.89,2388.12,8.4274,393,38.85,23.3433,0
642.85,1594.73,1421.52,21.61,552.66,2388.1,9058.67,47.72,520.9,2388.17,8.4684,394,38.63,23.2351,1
641.75,1575.29,1393.01,21.61,555.09,2388.02,9060.87,47.07,522.67,2387.98,8.3902,392,39.19,23.3193,0
642.64,1585.98,1413.36,21.61,553.14,2388.17,9048.5,47.84,520.96,2388.11,8.4479,393,38.81,23.1634,0
642.87,1587.56,1414.77,21.61,553.44,2388.14,9051.78,47.52,521.2,2388.12,8.494,394,38.89,23.2068,1
642.38,1586.48,1409.88,21.61,554.23,2388.06,9063.6,47.32,522.22,2388.01,8.4022,392,38.86,23.2767,0
641.83,1587.16,1391.09,21.61,554.63,2388.01,9073.42,47.41,522.36,2387.98,8.4202,392,39.01,23.4659,0
642.55,1585.71,1406.9,21.61,553.06,2388.06,9054.13,47.55,521.48,2388.09,8.4171,392,38.88,23.2748,0
642.71,1587.34,1403.15,21.61,553.85,2388.13,9056.79,47.61,521.37,2388.08,8.4482,394,38.73,23.3217,1
642.15,1583.63,1400.31,21.61,554.11,2388.02,9057.68,47.15,522.1,2388.01,8.4124,392,39.02,23.4246,0
641.78,1582.22,1392.46,21.61,554.1,2388.04,9072.33,47.39,522.64,2388.04,8.4236,392,38.99,23.4586,0
642.14,1584.11,1392.44,21.61,554.84,2387.99,9068.32,47.14,522.67,2388.0,8.3899,391,39.18,23.3642,0
642.41,1594.01,1410.24,21.61,552.6,2388.13,9057.91,47.67,521.62,2388.07,8.445,393,38.68,23.2409,0
642.05,1578.18,1406.34,21.61,554.45,2388.01,9070.61,47.15,522.65,2388.05,8.4075,391,38.94,23.4346,0
642.64,1587.12,1412.36,21.61,553.02,2388.13,9064.44,47.52,521.3,2388.12,8.451,394,38.62,23.1733,1
642.81,1592.55,1408.59,21.61,553.76,2388.15,9055.95,47.57,521.33,2388.1,8.4577,393,38.76,23.2419,0
641.77,1592.75,1411.43,21.61,553.64,2388.06,9064.75,47.53,521.63,2388.07,8.398,392,38.77,23.2324,0
642.42,1586.01,1413.25,21.61,553.67,2388.1,9062.53,47.61,521.74,2388.07,8.4497,393,38.8,23.2648,0
642.38,1586.48,1396.48,21.61,555.23,2388.04,9056.31,46.95,522.49,2387.99,8.435,392,39.05,23.3583,0
642.16,1585.91,1400.94,21.61,553.9,2388.0,9096.19,47.19,521.97,2388.03,8.4296,393,38.89,23.4489,1
642.97,1589.03,1411.32,21.61,553.16,2388.1,9053.25,47.71,520.9,2388.14,8.4443,394,38.89,23.2683,1
642.18,1583.82,1404.52,21.61,553.27,2388.01,9077.9,47.37,521.94,2387.98,8.4468,391,38.81,23.3415,0
642.46,1587.8,1399.54,21.61,553.87,2388.06,9076.04,47.61,521.64,2388.01,8.4323,392,38.86,23.3556,0
642.54,1595.64,1407.83,21.61,553.75,2388.1,9067.27,47.56,521.84,2388.06,8.427,392,38.76,23.3009,1
642.72,1590.03,1401.26,21.61,553.65,2388.09,9046.82,47.54,521.67,2388.1,8.4594,391,38.8,23.3121,0
642.28,1591.12,1398.91,21.61,554.48,2388.01,9066.81,47.26,522.13,2388.02,8.3914,391,39.0,23.3588,0
642.62,1593.28,1395.65,21.61,554.31,2388.09,9067.5,47.54,521.41,2388.12,8.4345,394,38.79,23.3903,0
642.98,1583.03,1399.33,21.61,553.98,2388.07,9057.35,47.45,521.52,2388.08,8.3952,393,38.83,23.4016,1
642.09,1586.71,1397.95,21.61,554.67,2387.99,9057.73,47.18,522.41,2387.98,8.3821,392,39.23,23.4336,0
642.51,1590.24,1403.56,21.61,554.25,2388.05,9059.34,47.41,522.23,2388.04,8.4149,392,39.16,23.4668,1
642.79,1597.97,1414.67,21.61,553.39,2388.07,9045.5,47.51,521.66,2388.18,8.4233,392,38.61,23.3702,0
642.37,1590.08,1396.3,21.61,554.87,2388.04,9092.3,47.37,522.07,2388.09,8.4042,392,38.99,23.3313,1
642.52,1590.73,1402.77,21.61,554.35,2388.1,9063.19,47.48,521.82,2388.07,8.4293,393,39.0,23.2802,1
642.45,1592.86,1408.14,21.61,552.54,2388.1,9068.84,47.67,521.28,2388.14,8.4576,394,38.74,23.3206,0
642.5,1591.94,1412.14,21.61,552.99,2388.12,9060.53,47.65,521.75,2388.13,8.4135,393,38.67,23.3297,0
643.37,1584.02,1410.87,21.61,553.26,2388.06,9057.03,47.59,520.86,2388.11,8.4613,391,38.79,23.3418,0
642.03,1588.62,1399.35,21.61,554.06,2388.02,9077.51,47.28,522.36,2388.0,8.4107,393,38.86,23.3366,1
643.1,1594.23,1409.21,21.61,553.05,2388.13,9068.04,47.8,521.64,2388.08,8.4717,395,38.69,23.2525,1
642.81,1586.53,1405.24,21.61,554.1,2388.07,9048.93,47.58,521.42,2388.1,8.4267,393,38.89,23.3615,0
642.98,1591.13,1409.44,21.61,553.26,2388.17,9047.25,47.38,521.32,2388.07,8.4376,394,38.57,23.274,0
642.45,1583.65,1410.27,21.61,553.5,2388.14,9051.14,47.48,522.01,2388.08,8.4366,394,39.06,23.2799,0
642.14,1580.79,1399.2,21.61,554.68,2388.01,9050.5,47.17,522.0,2388.0,8.4168,391,38.88,23.4053,0
642.13,1585.38,1411.23,21.61,553.4,2388.07,9057.53,47.45,521.98,2388.08,8.4399,393,38.88,23.3472,1
642.38,1585.92,1412.02,21.61,553.52,2388.1,9056.13,47.46,521.06,2388.05,8.4747,392,38.78,23.2637,0
642.16,1581.44,1403.07,21.6,554.02,2388.05,9066.18,47.43,521.87,2388.05,8.4444,392,39.04,23.3566,0
642.4,1586.21,1408.87,21.61,553.53,2388.04,9062.31,47.49,521.84,2388.08,8.3908,391,38.89,23.4165,0
642.77,1585.37,1412.05,21.61,553.11,2388.05,9060.36,47.51,521.24,2388.12,8.4041,393,38.87,23.419,0
642.85,1588.91,1400.22,21.61,553.74,2388.16,9059.56,47.53,521.49,2388.14,8.4628,392,38.77,23.3043,1
642.56,1590.94,1408.98,21.61,552.88,2388.17,9053.52,47.63,521.15,2388.13,8.4437,393,38.82,23.3066,0
642.1,1589.73,1394.99,21.61,553.33,2388.13,9056.55,47.36,522.05,2388.06,8.414,391,39.07,23.3418,0
643.06,1588.13,1400.95,21.61,554.2,2388.04,9075.92,47.4,521.85,2388.05,8.4026,391,38.88,23.3291,1
642.05,1587.84,1399.65,21.61,554.89,2388.05,9057.06,47.33,521.57,2388.05,8.3794,393,38.84,23.4207,1
642.75,1585.17,1403.9,21.61,553.52,2388.08,9053.33,47.31,521.42,2388.13,8.4139,393,38.69,23.2168,1
641.98,1586.02,1398.5,21.61,554.14,2387.98,9054.75,47.25,522.53,2388.03,8.3932,392,39.23,23.3562,0
642.21,1595.24,1397.85,21.61,554.71,2387.99,9061.51,47.3,522.07,2388.01,8.378,392,39.0,23.3428,0
643.14,1592.93,1412.71,21.61,552.57,2388.17,9063.7,47.51,521.96,2388.15,8.4663,395,38.81,23.2853,0
642.07,1591.89,1404.61,21.61,553.45,2388.06,9064.99,47.59,522.03,2388.05,8.4237,393,38.94,23.2784,0
642.57,1585.3,1406.58,21.61,554.4,2388.05,9076.87,47.23,521.54,2388.01,8.3931,391,39.19,23.3632,0
642.51,1589.86,1405.45,21.61,553.86,2388.07,9051.67,47.36,521.75,2388.08,8.402,392,38.84,23.3195,0
642.73,1583.58,1404.94,21.61,553.63,2388.1,9055.65,47.47,521.39,2388.11,8.4118,394,39.04,23.3434,0
642.21,1594.65,1414.14,21.61,552.92,2388.13,9047.1,47.56,521.27,2388.14,8.454,393,38.78,23.3502,0
642.54,1590.21,1398.31,21.61,553.66,2387.98,9055.31,47.33,522.28,2388.04,8.4173,390,38.92,23.3831,0
642.55,1586.15,1408.11,21.61,553.31,2388.07,9053.71,47.36,521.63,2388.15,8.4326,393,38.92,23.3377,0
642.83,1589.64,1413.05,21.61,554.13,2388.08,9068.51,47.63,520.86,2388.1,8.4126,395,38.99,23.266,0
641.88,1592.3,1400.2,21.61,553.82,2388.06,9078.0,47.23,521.6,2388.0,8.4106,393,38.96,23.2331,0
641.55,1589.51,1406.72,21.61,553.66,2388.05,9049.14,47.63,521.47,2388.02,8.4536,393,38.63,23.2801,0
642.25,1593.89,1412.38,21.61,552.85,2388.15,9060.72,47.53,520.89,2388.09,8.4384,392,38.86,23.3266,0
642.93,1581.52,1409.68,21.61,553.67,2388.14,9044.23,47.5,521.34,2388.16,8.4613,394,38.89,23.1694,0
641.97,1590.32,1395.43,21.61,554.09,2388.04,9065.54,47.29,522.37,2388.06,8.4065,392,39.01,23.4308,0
641.99,1595.28,1401.76,21.61,553.41,2388.03,9050.44,47.3,521.59,2388.09,8.4127,392,38.84,23.3819,0
642.62,1591.89,1412.54,21.61,553.18,2388.12,9064.36,47.71,521.28,2388.17,8.4609,394,38.68,23.2635,1
642.75,1592.79,1398.52,21.6,553.83,2388.08,9069.68,47.27,522.07,2388.04,8.4465,392,38.86,23.2917,1
642.14,1587.43,1399.9,21.61,554.09,2388.08,9058.44,47.34,522.05,2388.02,8.432,391,39.0,23.32,0
