LPC_outlet_temperature,HPC_outlet_temperature,LPT_outlet_temperature,Bypass_duct_pressure,HPC_outlet_pressure,Physical_fan_speed,Physical_core_speed,HPC_outlet_static_pressure,Fuel_flow_ratio,Corrected_fan_speed,Bypass_ratio,Bleed_enthalpy,HPT_cool_air_flow,LPT_cool_air_flow,Maintenance_Status
643.85,1598.54,1427.47,21.61,552.04,2388.1,9179.24,47.94,520.51,2388.13,8.4885,397,38.66,23.0386,3
642.48,1599.29,1412.65,21.61,552.39,2388.12,9068.89,47.72,521.32,2388.18,8.4535,394,38.98,23.3493,1
643.19,1589.35,1413.36,21.61,552.69,2388.16,9064.78,47.83,520.84,2388.14,8.4586,393,38.69,23.3396,1
643.0,1604.8,1427.89,21.61,551.78,2388.21,9132.96,47.96,519.55,2388.22,8.5028,394,38.4,23.0611,3
643.64,1599.22,1425.95,21.61,551.29,2388.29,9040.58,48.33,520.04,2388.35,8.5223,398,38.49,23.0675,3
644.05,1609.52,1423.44,21.61,551.52,2388.13,9223.56,48.14,520.23,2388.12,8.4945,397,38.58,23.0109,3
642.57,1598.31,1417.41,21.61,551.53,2388.18,9038.09,47.89,520.84,2388.21,8.4517,393,38.72,23.2433,1
643.15,1597.12,1417.56,21.61,552.81,2388.05,9102.87,47.83,520.93,2388.13,8.4679,395,38.65,23.1204,2
642.52,1591.88,1398.63,21.6,552.64,2388.01,9115.5,47.61,521.6,2388.03,8.4368,393,38.82,23.3124,2
643.2,1595.31,1416.42,21.61,553.34,2388.1,9065.32,47.53,521.07,2388.11,8.4544,396,38.89,23.2269,1
643.3,1599.22,1422.66,21.61,552.35,2388.21,9092.46,47.99,519.86,2388.12,8.5097,396,38.45,23.1463,3
643.67,1593.08,1413.79,21.61,553.58,2388.18,9048.05,47.69,520.73,2388.17,8.4957,394,38.86,23.2623,2
643.03,1587.35,1413.05,21.61,552.85,2388.02,9098.87,47.69,521.23,2388.06,8.4786,394,38.91,23.3298,2
643.09,1586.49,1421.86,21.61,552.97,2388.16,9047.5,47.6,520.82,2388.16,8.4046,394,38.69,23.1655,1
642.59,1586.18,1408.5,21.61,552.75,2388.08,9079.74,47.73,521.06,2388.15,8.4508,394,38.82,23.1136,1
643.13,1599.5,1421.29,21.61,553.64,2388.08,9082.06,47.78,521.17,2388.12,8.4342,392,38.88,23.2524,2
643.35,1607.58,1420.27,21.61,552.42,2388.1,9178.98,47.85,520.78,2388.17,8.4759,395,38.53,23.1768,3
642.99,1585.51,1405.08,21.61,554.27,2387.99,9085.55,47.23,521.59,2388.04,8.423,393,39.07,23.4418,1
643.51,1595.08,1415.89,21.61,552.37,2388.15,9072.4,48.08,520.8,2388.13,8.4785,395,38.57,23.1028,2
643.54,1603.55,1423.67,21.61,550.96,2388.28,9043.93,48.27,519.84,2388.37,8.5452,395,38.64,23.0212,3
642.89,1592.84,1416.67,21.61,553.49,2388.06,9085.08,47.71,520.53,2388.07,8.4404,393,38.83,23.2022,2
643.3,1585.38,1412.25,21.61,553.8,2388.14,9059.06,47.39,521.04,2388.16,8.4306,394,38.7,23.2761,0
642.76,1595.96,1418.67,21.61,551.91,2388.13,9081.99,47.85,521.44,2388.07,8.4446,395,38.68,23.2281,2
642.97,1594.06,1414.41,21.61,553.14,2388.18,9083.65,47.81,520.95,2388.12,8.474,395,38.59,23.2334,1
642.56,1593.45,1418.44,21.61,552.95,2388.12,9056.77,47.7,521.01,2388.14,8.4628,393,38.78,23.2446,2
643.5,1593.99,1416.4,21.61,552.22,2388.12,9089.97,47.79,520.65,2388.12,8.4974,396,38.53,23.0962,1
643.11,1592.69,1419.71,21.61,552.96,2388.14,9045.91,47.5,521.27,2388.22,8.5115,394,38.74,23.1463,2
643.01,1578.72,1411.24,21.61,553.45,2388.08,9071.52,47.58,521.57,2388.14,8.4162,394,38.84,23.3588,1
643.25,1601.11,1427.22,21.61,551.67,2388.13,9136.63,47.88,520.46,2388.15,8.5127,396,38.51,23.0462,3
642.48,1590.97,1407.0,21.61,553.41,2388.1,9066.31,47.65,521.79,2388.18,8.4381,394,38.75,23.3092,2
643.35,1591.18,1425.24,21.61,552.06,2388.19,9051.62,47.94,519.9,2388.18,8.4583,395,38.65,23.1623,3
642.74,1592.28,1415.14,21.61,553.27,2388.18,9056.69,47.63,520.68,2388.17,8.4599,395,38.66,23.3203,1
643.23,1597.37,1420.56,21.61,551.91,2388.24,9077.01,48.14,520.16,2388.18,8.4733,395,38.47,23.0382,3
644.17,1600.59,1425.63,21.61,551.42,2388.14,9128.64,48.08,519.7,2388.19,8.5028,396,38.35,23.0181,3
642.66,1591.56,1406.38,21.61,553.74,2388.07,9062.61,47.63,521.94,2388.02,8.4554,394,38.96,23.3477,1
643.79,1599.14,1431.03,21.61,551.48,2388.19,9149.52,48.14,519.85,2388.15,8.5201,398,38.49,23.029,3
642.76,1592.26,1405.53,21.61,552.86,2388.08,9054.68,47.35,521.81,2388.02,8.4428,393,38.96,23.4407,1
642.74,1589.92,1398.29,21.61,554.14,2388.0,9059.0,47.3,521.68,2388.06,8.3827,392,39.03,23.3075,0
642.99,1596.53,1412.73,21.61,553.1,2388.16,9073.05,47.68,521.54,2388.14,8.4389,395,38.77,23.25,1
642.02,1595.51,1411.01,21.61,552.94,2388.17,9064.05,47.5,521.5,2388.13,8.4234,394,38.88,23.2944,0
642.51,1586.16,1398.13,21.61,554.53,2388.05,9057.29,47.51,521.92,2388.07,8.4164,392,39.06,23.3908,0
643.83,1604.96,1430.24,21.61,551.63,2388.27,9081.64,48.14,519.94,2388.25,8.5141,396,38.26,23.2241,3
643.07,1600.76,1410.04,21.61,552.61,2388.17,9059.11,47.93,520.71,2388.16,8.4992,393,38.56,23.1548,2
643.08,1606.69,1420.45,21.61,552.7,2388.16,9111.34,48.34,519.47,2388.18,8.4815,395,38.42,23.1693,3
642.96,1601.29,1405.87,21.61,553.66,2388.02,9103.06,47.47,521.08,2388.0,8.4372,394,38.85,23.2722,2
643.25,1599.09,1417.3,21.61,552.4,2388.26,9038.57,47.92,519.79,2388.24,8.4851,396,38.56,23.1388,3
643.01,1595.01,1414.55,21.61,553.74,2388.07,9095.88,47.51,521.34,2388.04,8.4108,393,38.74,23.1943,1
643.83,1603.88,1423.76,21.61,551.71,2388.26,9079.55,48.02,519.68,2388.19,8.5315,395,38.49,23.0542,3
642.82,1593.53,1406.36,21.61,553.83,2388.12,9051.35,47.56,521.42,2388.1,8.4453,395,38.89,23.2984,2
642.87,1593.87,1418.54,21.61,551.82,2388.27,9041.67,47.92,520.58,2388.24,8.5285,396,38.49,23.1441,3
642.98,1597.45,1415.84,21.61,551.96,2388.2,9047.95,47.89,520.3,2388.24,8.4752,397,38.7,23.2252,3
642.06,1584.05,1401.99,21.61,553.99,2388.0,9078.64,47.44,521.87,2388.05,8.4353,392,38.88,23.4948,0
643.16,1592.77,1414.51,21.61,552.74,2388.21,9050.65,47.73,521.14,2388.17,8.46,394,38.54,23.2831,1
642.58,1599.64,1414.21,21.61,553.59,2388.11,9115.17,47.68,521.6,2388.09,8.4412,395,38.82,23.2674,2
642.83,1593.09,1405.83,21.61,553.96,2388.06,9055.35,47.59,521.7,2388.07,8.435,393,38.89,23.3514,1
642.63,1594.68,1412.13,21.61,554.21,2388.09,9054.93,47.57,520.79,2388.1,8.432,393,38.94,23.2858,1
643.13,1598.09,1428.51,21.61,551.75,2388.15,9070.76,48.21,520.26,2388.24,8.4715,396,38.37,23.1919,3
643.66,1597.73,1431.95,21.61,551.39,2388.21,9088.75,48.02,520.29,2388.21,8.5203,395,38.52,23.0518,3
642.82,1586.14,1411.12,21.61,553.03,2388.07,9067.42,47.54,521.19,2388.09,8.4734,394,38.85,23.3948,1
643.23,1599.42,1421.72,21.61,551.78,2388.28,9041.85,47.92,520.41,2388.22,8.464,393,38.64,23.1695,3
642.51,1587.01,1407.68,21.61,554.06,2388.04,9102.78,47.45,521.83,2388.08,8.472,393,38.85,23.3821,1
642.8,1582.79,1409.2,21.61,553.42,2388.15,9042.36,47.52,521.48,2388.16,8.4577,392,38.93,23.2037,1
643.81,1600.81,1425.69,21.61,552.31,2388.15,9137.77,47.99,520.25,2388.13,8.5006,396,38.48,23.092,3
642.65,1586.59,1409.11,21.61,552.83,2388.07,9065.07,47.42,521.48,2388.09,8.4298,393,39.01,23.3266,1
642.89,1599.67,1420.63,21.61,553.11,2388.14,9080.42,47.76,520.94,2388.12,8.5091,396,38.65,23.2159,1
643.38,1602.12,1423.84,21.61,551.9,2388.12,9106.01,47.68,521.04,2388.05,8.4674,396,38.72,23.2408,2
642.17,1592.12,1397.93,21.61,553.62,2388.02,9061.31,47.34,521.95,2388.06,8.3942,393,38.95,23.3464,0
642.61,1590.64,1401.65,21.61,553.35,2388.0,9084.23,47.29,521.69,2388.02,8.4398,393,38.92,23.3142,1
643.85,1605.95,1425.54,21.61,551.92,2388.17,9122.4,48.15,519.81,2388.08,8.5081,396,38.64,23.0226,3
642.57,1593.9,1402.03,21.61,554.02,2388.0,9105.99,47.45,521.91,2388.01,8.4396,393,38.83,23.3569,1
643.25,1599.83,1421.53,21.61,551.81,2388.28,9043.27,48.02,519.57,2388.25,8.5122,396,38.59,23.0646,3
642.28,1597.97,1415.24,21.61,553.17,2388.13,9072.06,47.48,521.06,2388.04,8.428,393,38.91,23.2682,1
642.79,1595.13,1409.18,21.61,553.13,2388.05,9061.28,47.65,521.2,2388.14,8.4324,394,38.97,23.2083,1
643.02,1591.53,1417.58,21.61,552.35,2388.11,9057.3,47.91,520.59,2388.19,8.4953,395,38.77,23.1862,2
642.04,1593.09,1403.33,21.61,554.15,2388.01,9079.11,47.36,522.18,2388.05,8.4324,394,38.95,23.4238,1
642.93,1592.68,1418.13,21.61,552.66,2388.18,9059.48,47.77,520.82,2388.15,8.4624,394,38.83,23.2539,2
642.62,1592.95,1414.64,21.61,553.64,2388.01,9135.74,47.43,520.74,2388.08,8.4348,395,38.6,23.2724,2
642.94,1589.69,1415.38,21.61,553.37,2388.13,9065.51,47.7,521.2,2388.14,8.4561,392,38.81,23.3461,1
643.02,1596.28,1421.63,21.61,552.58,2388.17,9060.0,47.67,520.51,2388.09,8.4669,395,38.75,23.3117,2
643.49,1605.49,1424.44,21.61,551.52,2388.18,9090.03,47.94,519.87,2388.19,8.4976,394,38.61,23.1051,3
643.22,1594.99,1408.65,21.61,552.28,2388.11,9080.53,47.83,521.16,2388.15,8.477,394,38.55,23.174,2
642.65,1591.2,1398.8,21.6,553.84,2388.03,9060.04,47.3,522.48,2387.98,8.4253,391,38.87,23.4322,1
642.78,1592.59,1400.2,21.61,553.15,2388.05,9085.07,47.39,521.84,2388.05,8.4223,392,38.79,23.2241,1
643.61,1604.87,1428.42,21.61,551.73,2388.32,9031.44,48.22,519.1,2388.32,8.5308,396,38.43,23.1252,3
643.14,1585.94,1410.26,21.61,552.93,2388.1,9078.85,47.8,520.96,2388.12,8.5017,394,38.76,23.2833,1
641.82,1588.69,1401.32,21.61,553.81,2388.08,9057.97,47.39,521.43,2388.07,8.4196,392,38.86,23.2601,1
642.33,1580.72,1404.39,21.61,553.99,2388.12,9061.07,47.49,521.18,2388.06,8.4405,394,38.83,23.4062,0
642.58,1587.68,1406.05,21.61,553.19,2388.08,9044.78,47.62,521.35,2388.12,8.4149,393,38.78,23.3543,1
642.86,1592.05,1411.77,21.61,553.65,2388.12,9064.62,47.57,521.38,2388.15,8.4437,393,38.82,23.2675,1
642.68,1592.47,1400.53,21.61,553.14,2388.04,9089.56,47.56,521.34,2388.03,8.4191,393,38.89,23.2989,1
642.81,1590.02,1410.49,21.61,552.93,2388.14,9069.61,47.68,520.76,2388.08,8.4382,395,38.58,23.3425,1
642.87,1592.1,1402.67,21.61,553.58,2388.07,9053.84,47.37,521.73,2388.04,8.3991,393,38.91,23.2596,1
642.42,1582.51,1406.52,21.61,553.4,2388.0,9094.19,47.4,522.09,2388.01,8.4156,393,38.89,23.3774,1
642.9,1596.5,1420.67,21.61,552.25,2388.16,9083.74,47.75,521.4,2388.12,8.4685,396,38.65,23.2326,2
642.8,1585.65,1403.98,21.6,554.31,2388.09,9085.11,47.54,521.24,2388.01,8.4211,392,38.79,23.3622,1
643.08,1587.14,1410.15,21.61,553.06,2388.09,9073.51,47.42,521.03,2388.11,8.4417,394,38.67,23.1283,1
642.58,1594.04,1407.39,21.61,553.47,2388.06,9069.77,47.66,521.29,2388.03,8.4579,393,38.81,23.3687,1
642.31,1591.68,1411.88,21.61,553.39,2388.1,9044.18,47.33,521.71,2388.15,8.4333,393,38.75,23.3553,1
642.98,1586.36,1419.16,21.61,552.35,2388.2,9054.63,47.77,521.35,2388.16,8.4548,396,38.48,23.1447,2
643.39,1595.1,1408.1,21.61,553.08,2388.12,9058.91,47.78,521.23,2388.15,8.4626,391,38.87,23.1775,1
642.96,1593.72,1412.92,21.61,552.9,2388.01,9083.55,47.5,521.7,2388.07,8.4724,393,39.02,23.3801,1
642.92,1591.53,1418.03,21.61,552.54,2388.12,9040.11,47.91,520.94,2388.21,8.4655,393,38.71,23.3017,1
643.41,1599.66,1415.32,21.61,552.92,2388.1,9122.53,47.84,521.03,2388.17,8.5046,395,38.67,23.2376,3
643.01,1595.06,1406.09,21.61,553.81,2388.07,9069.25,47.46,521.55,2388.1,8.4918,392,38.67,23.2709,1
643.02,1590.59,1416.62,21.61,552.7,2388.22,9039.61,47.83,521.26,2388.2,8.4617,394,38.77,23.1353,2
642.32,1594.88,1412.51,21.61,552.77,2388.12,9058.14,47.62,520.97,2388.2,8.4557,392,38.63,23.2997,2
643.39,1595.93,1408.05,21.61,552.78,2388.1,9112.44,47.69,521.25,2388.07,8.4699,396,38.5,23.0672,3
643.0,1593.74,1420.79,21.61,553.11,2388.12,9114.81,47.63,520.95,2388.11,8.46,393,38.6,23.3178,2
642.66,1588.48,1422.83,21.61,552.7,2388.14,9068.1,48.04,520.0,2388.19,8.503,394,38.51,23.0166,2
643.76,1604.73,1424.21,21.61,552.03,2388.19,9070.91,48.06,519.53,2388.2,8.4957,397,38.58,23.1208,3
643.01,1590.92,1403.48,21.61,553.74,2388.1,9055.98,47.41,521.65,2388.13,8.4234,392,38.7,23.3152,0
642.99,1600.63,1419.24,21.61,551.63,2388.19,9065.7,47.98,519.83,2388.19,8.4989,396,38.63,23.1281,3
643.54,1601.41,1427.2,21.61,551.25,2388.32,9033.22,48.25,520.08,2388.32,8.5113,396,38.48,22.9649,3
642.84,1593.08,1397.9,21.61,554.39,2388.04,9079.97,47.49,522.31,2388.03,8.4557,393,38.91,23.4283,0
643.21,1592.78,1417.85,21.61,552.16,2388.19,9053.57,47.96,520.51,2388.23,8.4345,396,38.64,23.2016,2
643.05,1595.45,1410.52,21.61,552.5,2388.12,9045.43,47.62,520.71,2388.16,8.4895,395,38.81,23.3019,2
643.54,1593.31,1420.05,21.61,553.19,2388.1,9117.75,47.7,520.81,2388.08,8.4595,394,38.58,23.2078,2
643.51,1594.67,1432.76,21.61,551.73,2388.24,9082.84,48.12,519.89,2388.21,8.4822,396,38.75,23.0505,3
642.92,1598.29,1417.33,21.61,552.39,2388.12,9070.84,47.62,520.88,2388.08,8.4145,395,38.86,23.2877,1
643.28,1594.5,1428.05,21.61,552.25,2388.27,9047.28,47.8,519.62,2388.23,8.4547,395,38.44,23.0693,3
642.41,1593.01,1413.8,21.61,552.75,2388.09,9093.91,47.61,521.4,2388.07,8.4206,394,38.85,23.3119,2
643.02,1595.72,1416.45,21.61,552.16,2388.17,9066.25,47.7,520.56,2388.13,8.4315,395,38.55,23.1115,2
643.01,1590.95,1412.88,21.61,552.69,2388.14,9056.34,47.45,520.71,2388.16,8.4619,395,38.88,23.3177,1
643.14,1595.06,1410.27,21.61,553.29,2388.05,9061.36,47.66,521.16,2388.12,8.4461,395,38.79,23.3532,1
644.11,1593.8,1421.9,21.61,552.41,2388.18,9081.07,47.82,520.29,2388.13,8.4978,396,38.31,23.1363,3
642.2,1585.73,1404.79,21.61,554.28,2388.07,9048.9,47.62,522.52,2388.06,8.4576,392,38.75,23.3476,1
643.43,1600.54,1414.54,21.61,551.95,2388.24,9053.63,47.95,520.03,2388.25,8.4974,396,38.79,23.1169,2
642.81,1591.98,1421.31,21.61,552.91,2388.18,9082.54,47.97,520.36,2388.13,8.4752,395,38.75,23.209,3
642.6,1590.32,1410.63,21.61,553.04,2388.11,9058.24,47.4,521.58,2388.09,8.4359,394,38.89,23.3002,1
643.08,1597.44,1413.23,21.61,553.05,2388.09,9066.25,47.71,521.0,2388.14,8.4537,395,38.84,23.1996,1
643.05,1591.53,1406.39,21.61,553.7,2388.07,9068.37,47.52,521.24,2388.06,8.481,393,38.67,23.2416,1
641.95,1589.58,1408.57,21.61,553.66,2388.08,9064.9,47.54,521.44,2388.05,8.4622,393,38.98,23.3607,1
643.2,1597.44,1416.68,21.61,551.88,2388.18,9082.86,47.95,520.22,2388.18,8.464,396,38.32,23.1389,3
643.67,1603.14,1423.97,21.61,551.6,2388.24,9057.19,48.15,519.82,2388.25,8.498,396,38.53,23.0084,3
643.65,1602.43,1430.7,21.61,551.56,2388.17,9150.13,48.08,519.17,2388.19,8.542,398,38.5,23.0961,3
643.3,1591.84,1412.1,21.61,553.05,2388.12,9076.2,47.7,521.32,2388.09,8.4469,392,38.64,23.217,1
643.5,1602.21,1432.17,21.61,551.85,2388.11,9144.17,48.34,520.26,2388.19,8.5269,396,38.43,23.0185,3
642.38,1596.44,1407.18,21.61,553.2,2388.11,9074.75,47.57,521.57,2388.05,8.4827,394,38.77,23.2945,1
642.43,1583.66,1404.61,21.61,553.74,2388.09,9062.75,47.57,521.33,2388.08,8.4125,393,38.79,23.2746,1
643.58,1602.82,1427.41,21.61,551.87,2388.34,9036.58,48.14,519.56,2388.28,8.5128,396,38.57,23.1863,3
643.23,1605.26,1426.53,21.61,550.68,2388.25,9073.72,48.39,519.67,2388.23,8.5389,395,38.29,23.064,3
642.53,1588.86,1405.9,21.61,554.48,2388.06,9056.77,47.61,521.88,2388.03,8.3967,393,38.94,23.4362,0
642.92,1597.08,1415.88,21.61,552.89,2388.13,9062.31,47.56,520.96,2388.08,8.4487,395,38.78,23.3239,1
643.13,1594.22,1415.87,21.61,552.07,2388.23,9089.03,48.03,520.47,2388.14,8.5057,394,38.56,23.1194,3
643.36,1592.43,1412.61,21.61,553.35,2388.21,9044.91,48.03,520.97,2388.25,8.5014,396,38.78,23.2155,1
642.74,1596.1,1420.96,21.61,552.47,2388.15,9064.55,47.89,520.62,2388.17,8.474,395,38.73,23.2206,2
643.51,1601.75,1424.33,21.61,551.33,2388.3,9050.69,48.13,519.77,2388.25,8.5089,395,38.51,23.0634,3
642.42,1584.69,1401.36,21.61,553.61,2388.0,9081.47,47.15,522.02,2387.99,8.419,393,39.0,23.4547,1
642.64,1580.31,1401.99,21.61,554.4,2388.08,9049.71,47.43,521.6,2388.05,8.4059,394,39.03,23.3512,1
642.77,1591.32,1403.01,21.61,551.95,2388.15,9077.01,47.64,521.46,2388.12,8.443,393,38.78,23.2698,1
642.77,1596.39,1422.24,21.61,552.62,2388.15,9062.84,47.81,521.04,2388.18,8.4394,395,38.63,23.2445,1
642.06,1588.78,1401.19,21.61,554.45,2388.08,9061.19,47.22,521.17,2388.05,8.434,391,38.85,23.402,0
642.29,1589.45,1399.39,21.61,554.32,2388.06,9057.61,47.4,521.9,2388.01,8.4399,392,38.85,23.3294,1
643.53,1601.73,1418.32,21.61,551.91,2388.23,9057.5,48.0,520.19,2388.25,8.481,395,38.52,23.1942,2
643.54,1595.47,1411.44,21.61,552.72,2388.11,9087.74,47.45,520.49,2388.06,8.4413,394,38.95,23.226,1
643.29,1595.9,1412.85,21.61,552.9,2388.11,9076.0,47.85,520.64,2388.17,8.4762,396,38.56,23.2308,3
642.39,1600.49,1411.59,21.61,553.17,2388.17,9055.24,47.63,521.43,2388.18,8.4395,393,38.77,23.2957,1
643.02,1591.79,1411.65,21.61,552.54,2388.11,9076.22,47.69,520.91,2388.09,8.4631,394,38.66,23.2684,2
642.49,1583.5,1402.29,21.61,553.8,2388.09,9093.13,47.31,521.7,2388.06,8.4183,393,38.79,23.3859,1
643.71,1602.12,1422.72,21.61,552.04,2388.14,9177.53,48.23,520.09,2388.13,8.5549,397,38.44,23.1137,3
642.7,1589.22,1416.08,21.61,552.23,2388.2,9054.63,47.76,521.01,2388.15,8.4678,393,38.73,23.1324,1
643.3,1596.61,1420.52,21.61,552.47,2388.24,9056.93,47.94,519.94,2388.25,8.4975,395,38.32,23.0739,3
642.26,1586.66,1406.71,21.61,553.63,2387.99,9078.53,47.19,521.44,2388.05,8.4127,394,38.91,23.4011,1
643.11,1591.38,1421.21,21.61,552.64,2388.16,9043.7,47.75,520.9,2388.16,8.4646,395,38.61,23.2687,2
642.98,1599.85,1420.21,21.61,552.12,2388.14,9110.96,47.66,520.64,2388.08,8.4809,394,38.74,23.1741,2
642.36,1592.78,1412.07,21.61,552.88,2388.12,9056.57,47.71,521.5,2388.15,8.4508,394,38.64,23.2386,1
643.04,1590.44,1417.42,21.61,552.54,2388.11,9083.27,47.76,520.39,2388.11,8.4598,395,38.8,23.3102,2
642.68,1590.71,1411.52,21.61,552.78,2388.15,9082.44,47.7,520.86,2388.14,8.4898,394,38.67,23.23,3
642.82,1593.76,1409.6,21.61,553.16,2388.09,9053.17,47.78,521.58,2388.14,8.4818,395,38.57,23.3283,1
642.89,1593.78,1397.17,21.61,553.53,2388.07,9072.35,47.49,521.61,2388.12,8.4398,392,38.87,23.1959,1
643.27,1592.59,1412.65,21.61,552.79,2388.13,9073.4,47.48,520.62,2388.15,8.4467,395,38.72,23.2879,2
642.8,1584.81,1410.75,21.61,552.84,2388.1,9072.5,47.43,521.08,2388.11,8.4144,392,38.92,23.2789,2
642.87,1598.59,1411.03,21.61,552.78,2388.08,9060.45,47.55,521.56,2388.14,8.462,394,38.66,23.2819,1
642.25,1587.95,1415.89,21.61,553.41,2388.0,9082.49,47.53,521.39,2388.1,8.4462,394,38.86,23.174,2
643.22,1594.31,1415.98,21.61,552.77,2388.14,9073.05,47.64,521.0,2388.12,8.4131,393,38.69,23.2598,2
642.46,1594.8,1407.0,21.61,553.38,2388.07,9048.57,47.59,521.36,2388.13,8.4417,395,38.63,23.2904,1
642.42,1595.58,1418.83,21.61,552.94,2388.12,9055.72,47.58,521.39,2388.1,8.476,394,38.63,23.2456,3
643.69,1598.54,1426.87,21.61,552.57,2388.25,9039.95,47.9,519.83,2388.18,8.4985,396,38.69,23.1994,3
642.92,1594.11,1402.33,21.61,553.1,2388.12,9065.57,47.49,521.3,2388.07,8.4274,394,38.92,23.2811,2
642.89,1596.1,1420.49,21.61,553.03,2388.13,9100.15,47.89,520.73,2388.15,8.4862,395,38.71,23.115,2
643.49,1596.46,1417.73,21.61,551.98,2388.12,9091.65,47.84,520.02,2388.12,8.4955,395,38.88,23.225,2
643.67,1602.55,1417.32,21.61,552.58,2388.24,9046.73,47.62,520.51,2388.21,8.4808,394,38.72,23.2326,2
642.88,1595.61,1402.92,21.61,553.62,2388.15,9051.67,47.66,521.57,2388.11,8.4295,393,38.83,23.2362,2
643.97,1607.64,1415.96,21.61,551.27,2388.14,9121.78,48.08,519.74,2388.18,8.4808,395,38.63,23.1903,3
642.52,1592.81,1415.81,21.61,553.23,2388.1,9061.55,47.61,520.91,2388.18,8.4518,393,38.7,23.1875,2
643.19,1602.6,1427.34,21.61,551.73,2388.22,9055.67,47.96,519.91,2388.25,8.4748,394,38.62,23.0867,2
643.46,1589.61,1406.24,21.61,552.69,2388.13,9064.23,47.73,520.81,2388.08,8.4394,397,38.91,23.2175,1
642.9,1588.08,1407.72,21.61,553.63,2388.04,9078.04,47.39,521.57,2388.04,8.4161,393,38.73,23.2652,1
643.06,1595.34,1415.01,21.61,553.18,2388.17,9045.07,47.69,520.77,2388.14,8.4841,394,38.69,23.2147,1
643.28,1591.48,1417.84,21.61,553.08,2388.11,9069.27,47.76,521.53,2388.17,8.4588,394,38.75,23.117,1
642.67,1589.15,1419.23,21.61,551.6,2388.22,9043.17,47.96,520.22,2388.26,8.4829,395,38.55,23.1345,2
642.97,1590.12,1402.66,21.61,552.33,2388.07,9087.41,47.36,521.47,2388.09,8.4347,394,38.82,23.3077,1
643.16,1596.01,1421.04,21.61,552.31,2388.22,9044.53,48.0,520.98,2388.18,8.4966,394,38.61,23.3654,3
643.6,1599.17,1417.4,21.61,551.89,2388.22,9062.53,47.74,519.54,2388.21,8.5156,394,38.53,23.1488,2
642.62,1592.97,1411.75,21.61,553.27,2388.19,9051.3,47.75,520.78,2388.11,8.4453,394,38.66,23.2097,2
643.22,1604.68,1423.37,21.61,551.48,2388.19,9119.31,48.02,519.77,2388.22,8.4782,397,38.3,23.0607,3
642.59,1586.26,1411.34,21.61,553.31,2388.08,9054.34,47.48,521.86,2388.07,8.4563,394,38.79,23.314,1
642.91,1597.97,1413.88,21.61,552.9,2388.18,9090.02,47.95,520.96,2388.16,8.4608,395,38.65,23.1398,3
642.19,1585.58,1415.4,21.61,553.87,2388.06,9062.9,47.65,521.65,2388.12,8.4287,394,38.83,23.3244,1
642.94,1595.36,1412.67,21.61,552.81,2388.08,9080.07,47.59,521.88,2388.1,8.4542,390,38.74,23.2121,1
643.04,1585.99,1397.64,21.61,552.86,2388.02,9082.32,47.45,522.1,2388.04,8.3911,392,38.9,23.2987,0
643.25,1595.08,1418.02,21.61,552.41,2388.17,9056.1,47.78,520.78,2388.19,8.4823,395,38.74,23.1478,1
642.35,1584.34,1394.91,21.61,553.77,2388.01,9061.74,47.34,521.95,2388.01,8.4261,392,38.86,23.3635,0
642.92,1593.78,1417.93,21.61,552.44,2388.16,9067.62,47.83,520.96,2388.13,8.4666,395,38.66,23.182,2
643.12,1604.32,1424.27,21.61,551.75,2388.2,9083.41,48.04,520.35,2388.12,8.5204,395,38.59,23.1713,3
642.02,1585.48,1397.54,21.6,553.65,2387.99,9072.28,47.49,522.13,2388.03,8.4077,394,38.93,23.4171,1
643.61,1603.1,1423.05,21.61,551.56,2388.24,9032.88,47.87,520.61,2388.22,8.489,396,38.63,23.1757,2
642.82,1590.22,1415.22,21.61,552.82,2388.13,9062.13,47.56,521.3,2388.16,8.4379,395,38.77,23.2111,2
642.75,1581.33,1402.7,21.61,553.69,2388.03,9085.19,47.36,522.1,2388.03,8.3969,392,38.96,23.3868,1
642.75,1598.37,1418.15,21.61,552.23,2388.15,9093.64,47.5,520.71,2388.11,8.4579,395,38.44,23.2506,2
643.46,1599.47,1426.27,21.61,552.45,2388.2,9076.48,47.93,519.96,2388.24,8.5071,395,38.57,23.1083,3
642.68,1592.98,1414.32,21.61,553.09,2388.16,9063.8,47.8,520.9,2388.19,8.4524,394,38.61,23.2779,1
644.16,1608.16,1424.87,21.61,551.84,2388.13,9160.31,48.02,519.99,2388.13,8.5085,398,38.56,23.1925,3
642.93,1590.31,1417.57,21.61,552.79,2388.1,9056.95,47.71,520.97,2388.13,8.5085,394,38.73,23.098,1
642.68,1588.35,1408.39,21.61,552.52,2388.17,9080.27,47.64,520.91,2388.12,8.4946,394,38.77,23.1999,2
643.06,1594.49,1420.97,21.61,552.88,2388.06,9082.8,47.57,521.14,2388.1,8.4502,394,38.69,23.2251,2
642.69,1589.46,1404.09,21.61,553.19,2388.09,9046.78,47.52,521.26,2388.13,8.4417,395,38.74,23.2651,1
642.95,1599.91,1436.2,21.61,551.85,2388.27,9049.91,48.17,519.72,2388.33,8.5395,395,38.64,23.126,3
643.09,1589.98,1419.89,21.61,551.28,2388.18,9091.24,47.85,520.62,2388.16,8.5243,394,38.68,23.2388,2
643.65,1609.32,1422.01,21.61,551.18,2388.13,9119.64,48.34,520.54,2388.16,8.5332,395,38.45,23.0771,3
